ensg	symbol	Adipose_Subcutaneous	Adipose_Visceral_Omentum	Adrenal_Gland	Artery_Aorta	Artery_Coronary	Artery_Tibial	Bladder	Brain_Amygdala	Brain_Anterior_cingulate_cortex_BA24	Brain_Caudate_basal_ganglia	Brain_Cerebellar_Hemisphere	Brain_Cerebellum	Brain_Cortex	Brain_Frontal_Cortex_BA9	Brain_Hippocampus	Brain_Hypothalamus	Brain_Nucleus_accumbens_basal_ganglia	Brain_Putamen_basal_ganglia	Brain_Spinal_cord_cervical_c-1	Brain_Substantia_nigra	Breast_Mammary_Tissue	Cells_Cultured_fibroblasts	Cells_EBV-transformed_lymphocytes	Cervix_Ectocervix	Cervix_Endocervix	Colon_Sigmoid	Colon_Transverse	Esophagus_Gastroesophageal_Junction	Esophagus_Mucosa	Esophagus_Muscularis	Fallopian_Tube	Heart_Atrial_Appendage	Heart_Left_Ventricle	Kidney_Cortex	Kidney_Medulla	Liver	Lung	Minor_Salivary_Gland	Muscle_Skeletal	Nerve_Tibial	Ovary	Pancreas	Pituitary	Prostate	Skin_Not_Sun_Exposed_Suprapubic	Skin_Sun_Exposed_Lower_leg	Small_Intestine_Terminal_Ileum	Spleen	Stomach	Testis	Thyroid	Uterus	Vagina	Whole_Blood
ENSG00000230019	YWHAQP9	0	0.001029226	0	0.00055925	0.001093472	0.000925274	0	0.000403694	0.000354848	0.000313718	0	0.000437163	0.005505781	0.000915963	0.004062057	0.000314029	0.000291495	0.000500771	0	0	0.000202745	0.00163534	0.006280722	0	0	0	0.000522754	0.000286918	0.003444722	0.00024696	0	0.001318501	0.000927499	0.001209481	0	0.000294594	0.001183057	0.000731436	0.00108075	0.000810442	0	0.000249109	0.000583648	0.001628474	0.000299733	0.001027003	0	0.000403849	0.000416851	0.05403369	0	0	0.00332523	0.000202073
ENSG00000234244	RP11-139J15.5	0.002935607	0.001187711	0	0.001330987	0.000417713	0.001542567	0	0.000551174	0.001554149	0	0.001243463	0	0.000453409	0.000383506	0.000701673	0	0.000639156	0	0.000548543	0	0.001142007	0.024635529	0	0	0	0	0.000242778	0.000361356	0.00021642	0.000777085	0	0	0.000126996	0	0	0	0.000569028	0.002355382	0.0010818	0.000215284	0.003643166	0.000215607	0.000828618	0	0.0010549	0.002956373	0	0.001321105	0.000436006	0.969135916	0.000739615	0.001100473	0.002587366	0.000418582
ENSG00000267238	AC093074.1	0.001315923	0.000844086	0.000636097	0	0.000544667	0.001365705	0	0.003354834	0.0035911	0.006971756	0.000410655	0.001157809	0.00086161	0.002760928	0.000397994	0.005026574	0.015493753	0.006475785	0	0	0.002306266	0.00047439	0.001707576	0	0	0	0.001564305	0.000620571	0.000664838	0.000599659	0	0	0.000758842	0	0	0.00120464	0.001312531	0.000435605	0.001204383	0.003957748	0.002193574	0.021323933	0.217878981	0.000807614	0.000142804	0.001565136	0.001559124	0.000338188	0.001003699	0.764989323	0.00109447	0	0.001195516	0.00068924
ENSG00000252001	RNA5SP303	0.000947208	0.003563733	0.002993198	0.004301864	0.008755073	0.004990973	0	0.010099063	0	0.00115945	0	0	0.003358153	0	0.0012899	0.001304531	0.002342209	0	0	0.001446993	0.001770935	0.000647207	0	0	0	0	0.000624397	0.001464339	0	0.001973517	0	0.002443812	0	0	0	0.003403516	0.004737749	0.002384316	0.002607873	0.010519012	0.020314623	0	0.005659037	0	0.007897851	0.001281413	0.016544925	0	0.003642444	0.026680019	0.00262596	0.006942587	0	0.000843036
ENSG00000267133	AC011518.2	0.000734497	0.00182967	0	0	0	0	0	0	0	0	0	0	0.001349149	0	0	0.001584556	0	0	0	0	0.003986643	0	0	0	0.094088087	0	0	0.001595895	0	0	0	0	0	0	0	0	0	0.003331051	0	0	0	0	0.00182872	0	0.000717705	0.007286511	0	0	0.00122354	0.265668991	0	0	0	0
ENSG00000251746	RNA5SP112	0.000848083	0.00303074	0	0	0	0	0	0	0	0.002708359	0.008246613	0.018556903	0.003400067	0	0	0	0.004472999	0	0.002805311	0	0.00718432	0	0	0	0	0	0	0.001599196	0.003618631	0.001846889	0	0.001153797	0	0	0	0	0	0	0	0.016699046	0.011322848	0.00112923	0	0.00920392	0.001222403	0.00223833	0	0	0.001672856	0.004289976	0	0.113535061	0.042588037	0.000489101
ENSG00000249909	CYCTP	0.000450111	0.001297598	0	0	0	0	0	0	0	0.000899676	0	0	0.002455084	0	0	0	0	0	0	0.0022335	0	0	0	0	0	0	0	0.001612881	0	0.000586289	0	0.002185755	0.001523744	0	0	0.000697746	0.000566336	0	0.012678821	0.002107132	0	0	0.001041219	0.001843024	0.000584037	0	0	0	0.000763711	0.033686618	0	0	0	0
ENSG00000224783	MIPEPP2	0.000306594	0.000204919	0	0.000359057	0	0.000379288	0	0.000147764	0.000153319	0.000421245	0.000396594	0.000145013	0.001705003	0.000115548	0.001353364	0.000405275	0.000264701	0	0	0.000198204	0.000615231	0.000192896	0.000271524	0	0	0.000302417	0.0002508	0.00016815	0.00030657	0.000353074	0	0.000536367	0.000778061	0.00017611	0	0	4.56E-05	0.000359899	0.000948237	0.001043852	0.000159346	0.000194018	0.000539356	0.000208659	0.000423451	0.00035703	8.97E-05	0.000142909	0.000258287	0.004274838	7.00E-05	0	0.000378263	0.000161085
ENSG00000248716	RP11-362M19.1	0	0.000861996	0.000975432	0.002857318	0.003646045	0	0	0.003627858	0.000826601	0.002611476	0.010323061	0.02346221	0.003751423	0.003194135	0.002506726	0.001240308	0.004245213	0.004654774	0.001401013	0.008173377	0.000438469	0.006874606	0.001322299	0	0	0.00036259	0.000808857	0.000518238	0.000817576	0	0	0.000935302	0.000838437	0.006752086	0	0	0.012943865	0	0.000863759	0.002565814	0	0	0	0	0.000482202	0.000811484	0	0.001719857	0.000829303	0.013113239	0.000778069	0.003709724	0.001374986	0.001846026
ENSG00000241604	RN7SL340P	0.002014133	0.000206961	0.000638707	0	0.000633827	0.00201694	0	0	0.000626912	0.001741104	0.000918549	0.001373991	0.004139612	0.001477083	0.001162922	0	0.000840521	0.002134357	0.004989007	0	0.001446578	0	0.000823349	0	0	0.000369697	0	0.002418878	0.000346296	0.000867749	0	0	0	0.003497816	0	0.00248976	0.000924193	0.003004652	0.000334212	0.001059903	0.005463299	0.000957089	0.003564947	0	0.001008616	0	0	0	0.000317457	0.011775699	0.000795886	0.003438798	0.000927558	0.002864532
ENSG00000219653	GCNT1P4	0.006937496	0.003801807	0.001691476	0.000906301	0.005244164	0.006758525	0	0.00100761	0.000813993	0.002057653	0.005310123	0.002913666	0.002716031	0.001256263	0.007437842	0.005774858	0.001731671	0.001964347	0.008548923	0.007531776	0.003667778	0.12068733	0.001131809	0	0.040427299	0.000451779	0.002931255	0.001987554	0.005118234	0.001658814	0	0.003117463	0.001519238	0.007151313	0	0.016109072	0.01568783	0.00412563	0.013993784	0.007575856	0.00153179	0.002776136	0.03263023	0.0123278	0.004133568	0.004517514	0.000690083	0.013687597	0.012675406	0.020649761	0.007206858	0.00307702	0.017849892	0.023094114
ENSG00000267240	AC011524.3	0.018711642	0.000451936	0	0.007532588	0.003516203	0.003328151	0	0.014450469	0.006456965	0.019971112	0.018432596	0.041665647	0.015189801	0.008106269	0.024123538	0.012802492	0.013179619	0.02575993	0.043849064	0.026208787	0.009238887	0.003024115	0	0.144989921	0.038327574	0.000489451	0.003241141	0.000301779	0.000667074	0.001216715	0	0.014185797	0.018631496	0.0003406	0	0	0.007328902	0.005842693	0.000587419	0.001273448	0	0.00032129	0.002636522	0.001172874	0.020427016	0.043493907	0.003129502	0.006999914	0.010461643	0.025933625	0.000596709	0.002948385	0.06471292	0.007313256
ENSG00000216859	RP11-448N11.1	0.00024963	0.000179853	0.000381158	0	0	0.000332195	0	0.001064153	0.000971205	0.000194891	0.00058467	0.00136681	0.00136431	0.000369715	0.001993818	0.000635578	0.00018433	0	0.006027546	0.003590949	0.000178458	0.000900397	0.002827259	0	0	0.000540237	0.001629104	0.000256122	0.000481311	0.001156065	0	0.000353403	0.000414278	0.000937514	0	0	0.001969731	0	0.00062207	0.000361029	0.000559791	0.001068273	0.00189455	0.000310587	0	0.000176641	0.000403991	0.000736396	0	0.018576679	0.001156523	0	0	0.000186303
ENSG00000270859	RP11-435I3.1	0.000999291	0.000366205	0.009585922	0.000386213	0	0.000906554	0	0.000530373	0	0.000164234	0.000993269	0	0.001818622	0.000889398	0	0.000955916	0.001397292	0.0002259	0	0	0.000903671	0.000906911	0.002133256	0	0	0.000554046	0.000300779	0.001051026	0.000195841	0.000165266	0	0.000459346	0.002243514	0.000718483	0	0.000422592	0.0016946	0.000718876	0.000714753	0.000361929	0.002606057	0.000109639	0.000359188	0.001384989	0	0.000682248	0.000822488	0.001850307	0.001163782	0.031556847	0.000751284	0	0.000681548	0.000182002
ENSG00000267617	AC007795.1	0.000335869	0.000380406	0.000310352	0.002162366	0	0.000777904	0	0	0	0.000338017	0	0.000869878	0.000876147	0.00074769	0.000252074	0.001211107	0.000309325	0.001678655	0.000868925	0.001507308	0.000404938	0.00020358	0.001191162	0	0	0.000851743	0	0.000221957	0.00027823	0.001308042	0	0.000279643	0.000199788	0	0	0.000985764	0	0	0.000976317	0.000753125	0	0	0	0.000485975	0.000873011	0.001142214	0.001833008	0.000557206	0.000756379	1.496710972	0.001529422	0	0	0
ENSG00000267537	AC005394.1	0.000723985	0.000583087	0.000992889	0	0.001110986	0	0	0.00671927	0.004758825	0.009123112	0	0.00079801	0.002074285	0.005540269	0	0.005690107	0.016479899	0.008270308	0	0.003046938	0.001570697	0.043221476	0.016283864	0	0	0.001026066	0.012288992	0	0.002605415	0	0	0.010808845	0.0011918	0.001525787	0	0	0.002320298	0.006101935	0.000801822	0.002009439	0.004613479	0.051336453	0.009735097	0.003256562	0.007915457	0.013572246	0.013469768	0.009547047	0	0.523962742	0.06192901	0	0.003359782	0.004032843
ENSG00000234872	RP11-467I20.5	0.000903886	0.000949724	0.001271964	0.000441677	0.000749555	0	0	0.004672569	0.003528543	0.006618309	0.005319184	0.005601787	0.010339382	0.005636173	0.000303334	0.002144927	0.005386535	0.008985446	0.001700098	0.001631332	0.002094834	0.002195245	0.001696167	0	0	0.001050258	0.00071504	0.000685641	0.000638512	0.000277673	0	0	0.000164973	0.00421775	0	0.010913495	0.000501297	0.002290963	0.000475936	0.002007895	0	0.00040925	0.000961996	0.006259299	0.001319309	0.000254988	0	0.001368755	0.019402387	0.018925269	0.00026591	0.00360644	0.001303776	0.000103286
ENSG00000267574	CTC-525D6.5	0.002769398	0.000722871	0.00139787	0.001311988	0.002578666	0.002521933	0	0.008826797	0.00593901	0.021674292	0.008875008	0.024535711	0.006930231	0.009596499	0.00478372	0.004551566	0.011456722	0.009224857	0	0.006528596	0.002257073	0.001869461	0.000825601	0	0	0.001085273	0.001621723	0.000892487	0.000317008	0.001306986	0	0	0	0.002612501	0	0.000787529	0.001547686	0.002806838	0.002352979	0.002345384	0.001527155	0.000968096	0.002547245	0.002332507	0.002336799	0.000693685	0.001070201	0.002011271	0.00115627	2.402251178	0.002309631	0	0	0
ENSG00000261400	AC011525.2	0.001256402	0.000945858	0.001493685	0.001238566	0.001445845	0.001409813	0.003506476	0.017758544	0.025479089	0.006712207	0.005674326	0.006999167	0.031261199	0.030881984	0.010574276	0.009279906	0.008667292	0.004018779	0.007994118	0.010159318	0.007687833	0.001052332	0.000931542	0.009635107	0.033617597	0.001192817	0.002505095	0.001064419	0.001041377	0.003272213	0.004690007	0.00086059	0.000598939	0.001652476	0	0.00115693	0.002236929	0.001046873	0.001054611	0.001750865	0.001251182	0.000837898	0.001883744	0.381679721	0.003261893	0.001754878	0.002567036	0.001186251	0.002090247	2.663696315	0.002751428	0.008483335	0.001237017	0.000718639
ENSG00000251750	RNU5F-8P	0	0	0	0	0	0	0	0.001704352	0	0	0.001747085	0.002458675	0.003136273	0	0.00403296	0	0.001972318	0	0	0	0	0	0	0	0	0.001212545	0	0	0	0	0	0	0	0.002669158	0	0.001694442	0	0	0.000769911	0.000721615	0	0	0	0	0	0	0	0	0.003483975	0.001406704	0	0	0	0
ENSG00000259776	RP11-544D21.2	0.000952295	0.001251654	0.002085454	0.00097729	0.00162337	0.002267075	0.002195232	0.000879606	0.001008598	0.000849933	0.002886722	0.001907476	0.001162527	0.000550837	0.001075429	0.001391	0.001016621	0.000524778	0.001467201	0.001240365	0.00126089	0.000751242	0.00140019	0.006180671	0	0.00135955	0.000900941	0.00093086	0.000811544	0.002682301	0	0.000290775	0.000567655	0.002695971	0	0.002578613	0.002002439	0.005382392	0.000830648	0.001608392	0.003147508	0.006004264	0.002136851	0.001256586	0.00140069	0.001195961	0.001324807	0.002240512	0.00416521	0.799458614	0.004629892	0.004158263	0.002568214	0.001420864
ENSG00000267204	AC011518.1	0.005279799	0.002615077	0.001050475	0.0017367	0.001303973	0.001497701	0	0.001913421	0.013207491	0.000859071	0.001556868	0.001652748	0.018852233	0.019413786	0.008438099	0.003573343	0.000743952	0.001483577	0.005319343	0.001059489	0.007696475	0.000914426	0.002213223	0.037142938	0.342930418	0.001368776	0.00122952	0.002002823	0.001048246	0.001133389	0	0.000753798	0.000315462	0.002754293	0	0.000971602	0.003624839	0.003782338	0.00100216	0.009682597	0.004052507	0.001026053	0.006616468	0.005334043	0.023384787	0.035529313	0.002526196	0.005829488	0.001913503	1.411488985	0.003264157	0.029706013	0.023668011	0.000878461
ENSG00000242709	RPL30P9	0.005426209	0.010987509	0	0.000864566	0.001361531	0.000346286	0	0	0.000541036	0.000863744	0.001129376	0.00140202	0	0	0.001262831	0	0	0	0	0	0.010809434	0.001250705	0	0	0	0.001403094	0.000896845	0	0.000296912	0	0	0.000532875	0.001516851	0	0	0.000639106	0.002693534	0.002003222	0.000379355	0.002190735	0.000997284	0.000415218	0	0	0.000312551	0.000219593	0	0	0	0.041198951	0.00097036	0	0	0.000331944
ENSG00000199241	Y_RNA	0.000486085	0	0	0.001095406	0	0	0	0	0.002022263	0	0.002058845	0	0	0	0	0	0.001238799	0	0	0	0	0	0	0	0	0.001448326	0.001616631	0.001290347	0	0	0	0.001057457	0	0	0	0	0.001561203	0	0	0.000752702	0	0	0	0	0	0.000559183	0	0	0.001589033	0.004800783	0.00064446	0	0	0
ENSG00000267378	CTC-400I9.3	0.000396707	0.000638651	0.001002993	0.000307926	0.001520167	0.000570851	0	0.000439465	0.001244836	0.003184782	0.002498424	0.002092552	0.00332024	0.001608758	0.002313896	0.0015593	0.000725358	0.001927083	0.00560325	0.001526923	0.000174298	0	0	0	0	0.001450849	0.007781534	0.000674419	0.000338092	0.000565857	0	0	0	0.001968779	0	0	0.019029923	0.001607563	0.000105078	0.005608014	0.015421595	0.000259156	0	0.000255024	0.006943701	0.003272108	0	0.000921422	0.000562519	0.096147572	0.00168263	0.00407944	0	0.000159974
ENSG00000266893	AC005616.1	0.001632515	0.001988039	0.0024429	0.000295123	0.00135643	0.00200513	0	0.005131296	0.005246344	0.007892398	0.001403092	0.002365681	0.00493993	0.001973968	0.0014852	0.003981664	0.013021554	0.006338049	0.001590644	0.001479337	0.001083975	0.008877602	0.01254672	0	0	0.001482118	0.003345525	0.001046361	0.000989793	0.000601727	0	0.003536417	0.00068636	0.000625494	0	0.001352171	0.001963929	0.00076738	0.002223227	0.001700639	0.002198748	0.072446385	0.006354158	0.001952597	0.004848258	0.005968368	0.001165743	0.01251695	0.000494544	0.102146569	0.015129188	0.000626926	0.000657859	0.014208657
ENSG00000234464	RP11-136B18.2	0.000188881	0	0	0	0	0	0	0	0.000952357	0.00092778	0.001235148	0	0.001014982	0.003159443	0.000983293	0.000246939	0	0	0.002495016	0	0.000606409	0.000856802	0.008008197	0	0	0.001496959	0	0	0.00796756	0	0	0.000541188	0.001578814	0	0	0.000753015	0.001106739	0.001788373	0.00021273	0	0.001746058	0	0	0.010766231	0.000456888	0.000269483	0	0.000906005	0	0.995730787	0.000247222	0	0	0
ENSG00000226497	RP11-406O16.1	0.00127827	0.001028261	0.001399679	0.004140691	0.003725722	0.001215099	0.006597732	0.01948744	0.026622099	0.022584437	0.011772239	0.024993518	0.023017454	0.019257299	0.011517257	0.02218826	0.021786756	0.011449797	0.0692394	0.028635513	0.003356987	0.003142849	0.00294294	0	0	0.001543383	0.001783935	0.002422361	0.001089402	0.001588634	0	0.000942591	0.000998539	0.000754401	0	0.000593258	0.000742685	0.018704357	0.001442525	0.030767995	0.000550892	0.000600616	0.019022014	0.003368798	0.011926936	0.023294487	0.000209071	0.000247551	0.001351384	1.213655806	0.001299468	0.0017532	0.002136722	0.000136944
ENSG00000253090	SNORA73	0.00044018	0.001017572	0.001222226	0.001768533	0.001905111	0.001828444	0	0	0	0	0	0	0.002881342	0	0.001630637	0	0	0	0	0.004666543	0.002079164	0	0.004901413	0	0	0.00155897	0	0.001745161	0	0	0	0.000943068	0	0	0	0	0.001042313	0	0.002060311	0.001203312	0.002829673	0	0.00213721	0	0.001151128	0.001646867	0.002949152	0.002060646	0.001918558	0.007486225	0.000829879	0.004903873	0	0.002100076
ENSG00000259393	RP11-313H3.1	0.004191263	0.001971036	0.001836933	0.003025587	0.000349474	0.002760149	0	0.002244295	0.002771652	0.003453359	0.006998811	0.006985904	0.003018344	0.000891454	0.000598399	0.003230483	0.005416402	0.003893863	0.001007864	0.004364905	0.003358511	0.002073496	0.004215625	0	0	0.001658457	0.003119849	0.002823116	0.003006167	0.002307583	0.020764537	0.002070841	0.000243891	0.000606834	0	0.000980278	0.003474707	0.007228026	0.000990479	0.009378906	0.011512077	0.003622136	0.011669081	0.008289175	0.003625354	0.006272843	0.005944747	0.003030693	0.002556428	0.073333681	0.005120587	0.00731106	0.006965613	0.003410887
ENSG00000225509	AIFM1P1	0.003578499	0.001374613	0.001738615	0.002007055	0.001997786	0.001380092	0.015831557	0.000757749	0.002070311	0.002656163	0.00140252	0.001040773	0.002079523	0.002949159	0.001142535	0.000560521	0.000980488	0.00031119	0.000731884	0.001742954	0.00482551	0.052519264	0.001516607	0.009304176	0.009131394	0.001665252	0.001095905	0.001991565	0.000873031	0.002720405	0.0087071	0.000952477	0.00077327	0	0	0.001562256	0.001543127	0.002868699	0.002212535	0.001751394	0.001289744	0.000465969	0.00221127	0.000912187	0.002888596	0.005023194	0.000992291	0.00117557	0.001556378	0.043584109	0.00200032	0.002085682	0.00403873	0.000440339
ENSG00000267407	CTD-2050I18.1	0.001858836	0.000349208	0.000568431	0.002049977	0	0.002498774	0.011138206	0	0.000868017	0.000408303	0.001165571	0	0.000932553	0.000425301	0.00123695	0.000325287	0.000332589	0.000812559	0.001367011	0	0.005883017	0.001137785	0.000471073	0	0	0.001665872	0.002556601	0.000701701	0.000524495	0.001989949	0	0.000886988	0	0.002354443	0	0.00048579	0.001001053	0.005366469	0.001531035	0.005820273	0.003208531	0.000446722	0.002475623	0.030621767	0.002234023	0.002227247	0.001654959	0.002034143	0.000822893	2.416800967	0.002270713	0.001975882	0	0.000114532
ENSG00000267320	AC005780.1	0.000580409	0.002125297	0.000273421	0.002126777	0.001061115	0.000124925	0.027645484	0.003753097	0.000754939	0.011561897	0	0.000263956	0.001970653	0.000695501	0.001328953	0.003255304	0.024278395	0.008867207	0.000238998	0.000587924	0.000749234	0.000796977	0.008808103	0	0	0.001705983	0.005580608	0.000126322	0.000919691	0.000657606	0	0.000629942	0.000319733	0.000845617	0	0.000331553	0.002033653	0	0.000818773	0.000440761	0.000431179	0.005447884	0.023964787	0.006383346	0.00038163	0.000854962	0.02323647	0.022754302	0.000407507	0.068593835	0.001005793	0.001262471	0.000393431	0.020455007
ENSG00000201157	SNORA62	0.003235322	0.013495952	0.031061181	0.006440707	0.01209311	0.001982757	0	0.005643277	0.012637501	0.004239318	0.003366071	0.002744366	0.008869671	0.009124871	0.013508824	0.006035382	0.015719687	0.004042751	0.007451841	0.004591755	0.005696751	0.019082287	0.00181693	0	0	0.001759217	0.011441249	0.008688462	0.010710194	0.002688124	0	0.0063708	0.004558396	0.001884067	0	0.033011275	0.003776651	0.005211205	0.003666994	0.01419697	0.030865694	0	0.017874943	0.007503846	0.025926004	0.013487295	0.006941371	0.015898192	0.014507556	0.007694577	0.006561119	0.013070051	0.008461359	0.001254527
ENSG00000267027	AC011524.2	0.010133341	0.007432136	0.001235244	0.011069397	0.007215529	0.00106356	0	0.016459426	0.018597719	0.019249787	0.025964944	0.025623698	0.015425117	0.013532503	0.018013986	0.011551909	0.009849686	0.023798584	0.045469103	0.025271938	0.007007364	0.009181612	0.00343395	0.258550351	0.186354308	0.001845761	0.00317109	0.001785311	0.00228012	0.001037239	0	0.043005291	0.030558304	0.004814413	0	0.000978617	0.013019034	0.001493594	0.001118396	0.002166438	0	0.001964567	0	0.00728248	0.01968626	0.025936125	0	0.018707849	0.007388846	0.014261059	0.003668219	0.004810019	0.04255938	0.042405615
ENSG00000201704	RNA5SP396	0.003753442	0.002941636	0.001305638	0.000984362	0.006699002	0.002062301	0	0	0	0	0	0	0	0	0	0.001931274	0.002379197	0.001644865	0	0	0.004081129	0.003261954	0	0	0	0.00189912	0.019111378	0.002277693	0.00137431	0.002339675	0	0	0	0	0	0.002548099	0	0	0.000344552	0.005927522	0	0.001054076	0.001872335	0.001188775	0.001852099	0.003465151	0.004683007	0	0.001030165	0.006395098	0.000752671	0	0.00870217	0.001001328
ENSG00000224348	RP11-306K13.1	0	0	0.010774262	0	0.00102087	0.00304562	0	0.027711789	0.075033116	0.100935742	0.331946645	0.447817557	0.080154452	0.081951365	0.063047744	0.032928699	0.118911326	0.093079499	0.024668612	0.008876052	0.001160098	0.00472837	0.000664402	0	0	0.001981502	0.002077064	0.001382612	0.000256012	0.000533179	0	0.000859369	0.000350623	0.00517961	0	0	0.003049564	0	0.000610375	0.006379592	0.00417312	0.000529388	0.026567155	0.003159811	0.000875591	0.000413528	0.000733068	0.004267089	0.003582778	0.018041137	0.000911748	0.009477493	0.000922537	0.000864395
ENSG00000200545	U3	0.000373765	0	0	0.003097557	0.003629996	0.002256568	0	0.001529047	0	0	0.00133763	0	0.000630553	0	0.003432933	0	0.003611228	0.003552288	0	0.00340368	0.001915867	0.000602566	0	0	0	0.002041338	0.000854923	0	0	0.002037255	0	0.004901231	0.000317749	0	0	0	0.006784929	0.001005275	0.000859879	0.004803911	0.008301548	0.000572463	0.002341821	0.003522767	0.001785935	0.000808489	0.003161724	0.003029265	0.001449719	0.022421008	0.002353605	0.002535798	0.001240914	0
