Dataset	Cell_type	NGENES	BETA	BETA_STD	SE	P	P.adj.pds	P.adj
MouseCellAtlas_Peripheral_Blood	Macrophage_S100a4_high	12577	0.24721	0.024151	0.18899	0.095444	0.668108	0.995669285579286
MouseCellAtlas_Peripheral_Blood	B_cell_Igha_high	12577	0.072382	0.011579	0.084432	0.19566	0.848855	0.995669285579286
MouseCellAtlas_Peripheral_Blood	T_cell_Gm14303_high	12577	0.10706	0.0082613	0.17244	0.26735	0.848855	0.995669285579286
MouseCellAtlas_Peripheral_Blood	Monocyte_F13a1_high	12577	0.06216	0.0084466	0.15406	0.3433	0.848855	0.995669285579286
MouseCellAtlas_Peripheral_Blood	Dendritic_cell_Siglech_high	12577	0.022463	0.0023218	0.16802	0.44682	0.848855	0.995669285579286
MouseCellAtlas_Peripheral_Blood	B_cell_Ly6d_high	12577	-0.0022239	-0.0001786	0.20761	0.50427	0.848855	0.995669285579286
MouseCellAtlas_Peripheral_Blood	Erythroblast_Car2_high	12577	-0.00239	-0.00059675	0.050906	0.51872	0.848855	0.995669285579286
MouseCellAtlas_Peripheral_Blood	B_cell_Rps27rt_high	12577	-0.030944	-0.0024002	0.14175	0.5864	0.848855	0.995669285579286
MouseCellAtlas_Peripheral_Blood	Macrophage_Ace_high	12577	-0.05025	-0.0044226	0.17934	0.61033	0.848855	0.995669285579286
MouseCellAtlas_Peripheral_Blood	Macrophage_Flt.ps1_high	12577	-0.035122	-0.003852	0.12283	0.61254	0.848855	0.995669285579286
MouseCellAtlas_Peripheral_Blood	Monocyte_Elane_high	12577	-0.037289	-0.0071637	0.10115	0.6438	0.848855	0.995669285579286
MouseCellAtlas_Peripheral_Blood	Neutrophil_Il1b_high	12577	-0.058746	-0.005203	0.15924	0.6439	0.848855	0.995669285579286
MouseCellAtlas_Peripheral_Blood	T_cell_Trbc2_high	12577	-0.080438	-0.0066364	0.20132	0.65525	0.848855	0.995669285579286
MouseCellAtlas_Peripheral_Blood	Neutrophil_Camp_high	12577	-0.063167	-0.0071356	0.13808	0.67633	0.848855	0.995669285579286
MouseCellAtlas_Peripheral_Blood	NK_cell_Gzma_high	12577	-0.12336	-0.010252	0.20852	0.72294	0.848855	0.995669285579286
MouseCellAtlas_Peripheral_Blood	Erythroblast_Hba.a2_high	12577	-0.030068	-0.0051548	0.049653	0.72759	0.848855	0.995669285579286
MouseCellAtlas_Peripheral_Blood	Neutrophil_Retnlg_high	12577	-0.079468	-0.0098932	0.084409	0.82675	0.86016	0.995669285579286
MouseCellAtlas_Peripheral_Blood	B_cell_Vpreb3_high	12577	-0.11765	-0.015236	0.11606	0.84461	0.86016	0.995669285579286
MouseCellAtlas_Peripheral_Blood	Neutrophil_Ltf_high	12577	-0.13361	-0.013336	0.12359	0.86016	0.86016	0.995669285579286
MouseCellAtlas_Bone_Marrow	Bone_Marrow_c_kit.Macrophage_C1qc_high	12577	0.17769	0.021715	0.099325	0.036824	0.9192	0.995669285579286
MouseCellAtlas_Bone_Marrow	Bone_Marrow_Mesenchyme.Basophils	12577	0.26843	0.035132	0.16763	0.054674	0.9192	0.995669285579286
MouseCellAtlas_Bone_Marrow	Bone_Marrow.Macrophage_Ms4a6c_high	12577	0.094908	0.020719	0.065312	0.073104	0.9192	0.995669285579286
MouseCellAtlas_Bone_Marrow	Bone_Marrow_c_kit.Basophil	12577	0.15811	0.022065	0.14576	0.13903	0.9192	0.995669285579286
MouseCellAtlas_Bone_Marrow	Bone_Marrow_Mesenchyme.Erythrocytes	12577	0.11157	0.017452	0.10351	0.14055	0.9192	0.995669285579286
MouseCellAtlas_Bone_Marrow	Bone_Marrow.Erythroblast	12577	0.043726	0.012013	0.045219	0.16679	0.9192	0.995669285579286
MouseCellAtlas_Bone_Marrow	Bone_Marrow_Mesenchyme.Endothelial_cells	12577	0.093472	0.013502	0.10424	0.18495	0.9192	0.995669285579286
MouseCellAtlas_Bone_Marrow	Bone_Marrow_Mesenchyme.Stromal_cell_Col10a1_high	12577	0.057449	0.009398	0.073236	0.2164	0.9192	0.995669285579286
MouseCellAtlas_Bone_Marrow	Bone_Marrow_Mesenchyme.CXCL12.abundant_reticular_cell	12577	0.064702	0.0095848	0.087304	0.22932	0.9192	0.995669285579286
MouseCellAtlas_Bone_Marrow	Bone_Marrow_Mesenchyme.Megakaryocyte	12577	0.031627	0.0062054	0.067089	0.31868	0.9192	0.995669285579286
MouseCellAtlas_Bone_Marrow	Bone_Marrow_Mesenchyme.Erythroblast	12577	0.057182	0.0074307	0.12563	0.3245	0.9192	0.995669285579286
MouseCellAtlas_Bone_Marrow	Bone_Marrow_Mesenchyme.Neutrophil_	12577	0.070946	0.0094316	0.16124	0.32998	0.9192	0.995669285579286
MouseCellAtlas_Bone_Marrow	Bone_Marrow_c_kit.Macrophage_S100a4_high	12577	0.0332	0.0051502	0.085427	0.34878	0.9192	0.995669285579286
MouseCellAtlas_Bone_Marrow	Bone_Marrow_c_kit.Macrophage_Cd74_high	12577	0.039606	0.0054088	0.10529	0.3534	0.9192	0.995669285579286
MouseCellAtlas_Bone_Marrow	Bone_Marrow_Mesenchyme.Stromal_cell_Cnmd_high	12577	0.025426	0.0039968	0.081651	0.37775	0.9192	0.995669285579286
MouseCellAtlas_Bone_Marrow	Bone_Marrow.Hematopoietic_stem_progenitor_cell	12577	0.017929	0.0034893	0.069687	0.39848	0.9192	0.995669285579286
MouseCellAtlas_Bone_Marrow	Bone_Marrow.T_cell_Ms4a4b_high	12577	0.033362	0.0030787	0.13053	0.39914	0.9192	0.995669285579286
MouseCellAtlas_Bone_Marrow	Bone_Marrow_c_kit.Erythrocyte_progenitor_Hba.a1_high	12577	0.015774	0.0031534	0.075156	0.41688	0.9192	0.995669285579286
MouseCellAtlas_Bone_Marrow	Bone_Marrow.Pre.pro_B_cell	12577	0.018523	0.0022775	0.11238	0.43454	0.9192	0.995669285579286
MouseCellAtlas_Bone_Marrow	Bone_Marrow_c_kit.Neutrophil_Ngp_high	12577	0.015597	0.0014514	0.12809	0.45155	0.9192	0.995669285579286
MouseCellAtlas_Bone_Marrow	Bone_Marrow_c_kit.Monocyte_progenitor	12577	0.011838	0.0019425	0.1624	0.47095	0.9192	0.995669285579286
MouseCellAtlas_Bone_Marrow	Bone_Marrow_c_kit.Eosinophil_progenitor_cell	12577	0.0069523	0.00089019	0.11339	0.47556	0.9192	0.995669285579286
MouseCellAtlas_Bone_Marrow	Bone_Marrow_Mesenchyme.Proerythrocytes	12577	0.0029336	0.00053038	0.098479	0.48812	0.9192	0.995669285579286
MouseCellAtlas_Bone_Marrow	Bone_Marrow.Neutrophil_Cebpe_high	12577	0.00056839	0.00010775	0.057491	0.49606	0.9192	0.995669285579286
MouseCellAtlas_Bone_Marrow	Bone_Marrow_Mesenchyme.Granulocyte_monocyte_progenitors	12577	-0.017359	-0.0026916	0.090584	0.57599	0.9192	0.995669285579286
MouseCellAtlas_Bone_Marrow	Bone_Marrow.Neutrophil_Mmp8_high	12577	-0.016834	-0.0020401	0.087162	0.57657	0.9192	0.995669285579286
MouseCellAtlas_Bone_Marrow	Bone_Marrow_Mesenchyme.Eosinophils	12577	-0.025835	-0.0031865	0.11979	0.58538	0.9192	0.995669285579286
MouseCellAtlas_Bone_Marrow	Bone_Marrow_c_kit.Neutrophil_Ighg1_high	12577	-0.04936	-0.0048891	0.17116	0.61348	0.9192	0.995669285579286
MouseCellAtlas_Bone_Marrow	Bone_Marrow_c_kit.Multipotent_progenitor_Ctla2a_high	12577	-0.052976	-0.0076153	0.17394	0.61965	0.9192	0.995669285579286
MouseCellAtlas_Bone_Marrow	Bone_Marrow_Mesenchyme.Endothelial_cells_Ly6c1_high	12577	-0.053709	-0.0057689	0.13562	0.65395	0.9192	0.995669285579286
MouseCellAtlas_Bone_Marrow	Bone_Marrow_c_kit.Erythrocyte_progenitor_Car1_high	12577	-0.039173	-0.0073047	0.097183	0.65655	0.9192	0.995669285579286
MouseCellAtlas_Bone_Marrow	Bone_Marrow.Neutrophil_Fcnb_high	12577	-0.027418	-0.0048001	0.063621	0.66675	0.9192	0.995669285579286
MouseCellAtlas_Bone_Marrow	Bone_Marrow_Mesenchyme.Myoblast	12577	-0.053669	-0.0073892	0.095411	0.71311	0.9192	0.995669285579286
MouseCellAtlas_Bone_Marrow	Bone_Marrow.Macrophage_S100a4_high	12577	-0.038263	-0.0058513	0.058298	0.74419	0.9192	0.995669285579286
MouseCellAtlas_Bone_Marrow	Bone_Marrow_c_kit.Neutrophil_Ltf_high	12577	-0.087242	-0.010296	0.12902	0.75054	0.9192	0.995669285579286
MouseCellAtlas_Bone_Marrow	Bone_Marrow_c_kit.Megakaryocyte_progenitor_cell	12577	-0.082195	-0.012087	0.11802	0.75692	0.9192	0.995669285579286
MouseCellAtlas_Bone_Marrow	Bone_Marrow_c_kit.Neutrophil_Fcnb_high	12577	-0.11831	-0.014678	0.15721	0.77413	0.9192	0.995669285579286
MouseCellAtlas_Bone_Marrow	Bone_Marrow_c_kit.B_cell	12577	-0.1192	-0.014669	0.13975	0.80315	0.9192	0.995669285579286
MouseCellAtlas_Bone_Marrow	Bone_Marrow.Dendritic_cell_Siglech_high	12577	-0.063941	-0.0098411	0.069361	0.82169	0.9192	0.995669285579286
MouseCellAtlas_Bone_Marrow	Bone_Marrow.Monocyte_Prtn3_high	12577	-0.032346	-0.012028	0.034556	0.82536	0.9192	0.995669285579286
MouseCellAtlas_Bone_Marrow	Bone_Marrow_Mesenchyme.Osteoblasts	12577	-0.10026	-0.012628	0.10605	0.82777	0.9192	0.995669285579286
MouseCellAtlas_Bone_Marrow	Bone_Marrow_Mesenchyme.Stromal_cell_Col1a2_high	12577	-0.095057	-0.012584	0.099999	0.82908	0.9192	0.995669285579286
MouseCellAtlas_Bone_Marrow	Bone_Marrow_Mesenchyme.B_cell	12577	-0.16292	-0.020254	0.16269	0.84167	0.9192	0.995669285579286
MouseCellAtlas_Bone_Marrow	Bone_Marrow_Mesenchyme.Fibroblasts	12577	-0.099842	-0.013124	0.094824	0.8538	0.9192	0.995669285579286
MouseCellAtlas_Bone_Marrow	Bone_Marrow_c_kit.Neutrophil_Lcn2_high	12577	-0.23529	-0.022069	0.21901	0.85865	0.9192	0.995669285579286
MouseCellAtlas_Bone_Marrow	Bone_Marrow.B_cell_Igkc_high	12577	-0.092849	-0.012055	0.082502	0.86978	0.9192	0.995669285579286
MouseCellAtlas_Bone_Marrow	Bone_Marrow.Neutrophil_Ngp_high	12577	-0.10036	-0.012956	0.08765	0.87388	0.9192	0.995669285579286
MouseCellAtlas_Bone_Marrow	Bone_Marrow_c_kit.Monocyte_progenitor_cell_Prtn3_high	12577	-0.20724	-0.028256	0.17765	0.8783	0.9192	0.995669285579286
MouseCellAtlas_Bone_Marrow	Bone_Marrow_c_kit.Neutrophil_Retnlg_high	12577	-0.13483	-0.014878	0.10642	0.89739	0.9192	0.995669285579286
MouseCellAtlas_Bone_Marrow	Bone_Marrow_c_kit.Monocyte_progenitor_cell_Ctsg_high	12577	-0.16848	-0.033339	0.12791	0.9061	0.9192	0.995669285579286
MouseCellAtlas_Bone_Marrow	Bone_Marrow_Mesenchyme.MSC	12577	-0.15011	-0.018181	0.10797	0.91777	0.9192	0.995669285579286
MouseCellAtlas_Bone_Marrow	Bone_Marrow.Neutrophil_progenitor	12577	-0.1379	-0.013829	0.098513	0.9192	0.9192	0.995669285579286
TabulaMuris_FACS_Marrow	Slamf1.negative_multipotent_progenitor_cell	12076	0.017517	0.035265	0.012131	0.074382	0.863919	0.995669285579286
TabulaMuris_FACS_Marrow	megakaryocyte.erythroid_progenitor_cell	12076	0.010112	0.02329	0.0085373	0.11812	0.863919	0.995669285579286
TabulaMuris_FACS_Marrow	hematopoietic_precursor_cell	12076	0.013773	0.027093	0.014541	0.17178	0.863919	0.995669285579286
TabulaMuris_FACS_Marrow	immature_B_cell	12076	0.008848	0.013716	0.013326	0.25337	0.863919	0.995669285579286
TabulaMuris_FACS_Marrow	naive_B_cell	12076	0.0088982	0.011299	0.013444	0.25403	0.863919	0.995669285579286
TabulaMuris_FACS_Marrow	monocyte	12076	0.0062546	0.011429	0.010474	0.27522	0.863919	0.995669285579286
TabulaMuris_FACS_Marrow	Slamf1.positive_multipotent_progenitor_cell	12076	0.0037491	0.0091196	0.008267	0.3251	0.863919	0.995669285579286
TabulaMuris_FACS_Marrow	macrophage	12076	0.0036266	0.0063834	0.0092724	0.34786	0.863919	0.995669285579286
TabulaMuris_FACS_Marrow	basophil	12076	0.0026239	0.0054709	0.0093729	0.38976	0.863919	0.995669285579286
TabulaMuris_FACS_Marrow	immature_T_cell	12076	0.0027615	0.0042865	0.01233	0.41139	0.863919	0.995669285579286
TabulaMuris_FACS_Marrow	common_lymphoid_progenitor	12076	0.00028709	0.00068462	0.0088321	0.48703	0.8841105	0.995669285579286
TabulaMuris_FACS_Marrow	mature_natural_killer_cell	12076	-0.0014386	-0.0026809	0.011482	0.54986	0.8841105	0.995669285579286
TabulaMuris_FACS_Marrow	B_cell	12076	-0.0031779	-0.0061581	0.013519	0.59292	0.8841105	0.995669285579286
TabulaMuris_FACS_Marrow	pre.natural_killer_cell	12076	-0.0040522	-0.0099458	0.0088167	0.67709	0.8841105	0.995669285579286
TabulaMuris_FACS_Marrow	granulocyte	12076	-0.0056736	-0.0074758	0.0086126	0.74497	0.8841105	0.995669285579286
TabulaMuris_FACS_Marrow	immature_natural_killer_cell	12076	-0.0075767	-0.011886	0.01143	0.74629	0.8841105	0.995669285579286
TabulaMuris_FACS_Marrow	immature_NK_T_cell	12076	-0.0094816	-0.01716	0.011478	0.7956	0.8841105	0.995669285579286
TabulaMuris_FACS_Marrow	granulocyte_monocyte_progenitor_cell	12076	-0.008214	-0.019781	0.0093682	0.80969	0.8841105	0.995669285579286
TabulaMuris_FACS_Marrow	pro.B_cell	12076	-0.011367	-0.015452	0.011587	0.83669	0.8841105	0.995669285579286
TabulaMuris_FACS_Marrow	regulatory_T_cell	12076	-0.012145	-0.017716	0.012111	0.84201	0.8841105	0.995669285579286
TabulaMuris_FACS_Marrow	late_pro.B_cell	12076	-0.01155	-0.024742	0.0092043	0.89521	0.89521	0.995669285579286
TabulaMuris_droplet_Marrow	monocyte	12076	0.05968	0.022245	0.060574	0.16226	0.7686	0.995669285579286
TabulaMuris_droplet_Marrow	hematopoietic_stem_cell	12076	0.037066	0.018492	0.061385	0.27298	0.7686	0.995669285579286
TabulaMuris_droplet_Marrow	erythrocyte	12076	0.023576	0.0033502	0.078047	0.3813	0.7686	0.995669285579286
TabulaMuris_droplet_Marrow	macrophage	12076	0.017658	0.0059594	0.060019	0.3843	0.7686	0.995669285579286
TabulaMuris_droplet_Marrow	T_cell	12076	-0.0012446	-0.00032192	0.074518	0.50666	0.810656	0.995669285579286
TabulaMuris_droplet_Marrow	B_cell	12076	-0.020402	-0.0088591	0.048377	0.66339	0.856342857142857	0.995669285579286
TabulaMuris_droplet_Marrow	granulocyte	12076	-0.043078	-0.010291	0.064073	0.7493	0.856342857142857	0.995669285579286
TabulaMuris_droplet_Marrow	Fraction_A_pre.pro_B_cell	12076	-0.096184	-0.029034	0.062481	0.93813	0.93813	0.995669285579286
Allen_Mouse_ALM2_level1	Non.Neuronal	12811	0.017432	0.028371	0.0094924	0.033158	0.132632	0.995669285579286
Allen_Mouse_ALM2_level1	GABAergic	12811	-0.0036659	-0.0095714	0.010005	0.64296	0.76305	0.995669285579286
Allen_Mouse_ALM2_level1	Glutamatergic	12811	-0.0040073	-0.010952	0.0084318	0.68269	0.76305	0.995669285579286
Allen_Mouse_ALM2_level1	Endothelial	12811	-0.0054148	-0.0091304	0.0075608	0.76305	0.76305	0.995669285579286
Allen_Mouse_ALM2_level2	Astro	12811	0.012504	0.024752	0.0057081	0.014254	0.327842	0.995669285579286
Allen_Mouse_ALM2_level2	CR	12811	0.010227	0.02124	0.0068699	0.068305	0.706008	0.995669285579286
Allen_Mouse_ALM2_level2	Meis2	12811	0.010074	0.020907	0.0075851	0.092088	0.706008	0.995669285579286
Allen_Mouse_ALM2_level2	L5_PT	12811	0.0089671	0.024828	0.0090196	0.16008	0.92046	0.995669285579286
Allen_Mouse_ALM2_level2	Peri	12811	0.0028653	0.0056899	0.0046689	0.26971	0.92947	0.995669285579286
Allen_Mouse_ALM2_level2	VLMC	12811	0.0038445	0.0065467	0.006287	0.27044	0.92947	0.995669285579286
Allen_Mouse_ALM2_level2	Oligo	12811	0.0025145	0.0049334	0.0068148	0.35608	0.92947	0.995669285579286
Allen_Mouse_ALM2_level2	Lamp5	12811	0.0021799	0.0059144	0.010168	0.41512	0.92947	0.995669285579286
Allen_Mouse_ALM2_level2	L6b	12811	0.0012767	0.0035461	0.0092098	0.44487	0.92947	0.995669285579286
Allen_Mouse_ALM2_level2	Macrophage	12811	-0.00039261	-0.0006706	0.0057587	0.52718	0.92947	0.995669285579286
Allen_Mouse_ALM2_level2	Vip	12811	-0.0014162	-0.0035994	0.010985	0.55129	0.92947	0.995669285579286
Allen_Mouse_ALM2_level2	L6_CT	12811	-0.0013268	-0.0036803	0.0096317	0.55478	0.92947	0.995669285579286
Allen_Mouse_ALM2_level2	Endo	12811	-0.0010952	-0.0019973	0.0057277	0.57582	0.92947	0.995669285579286
Allen_Mouse_ALM2_level2	Serpinf1	12811	-0.0033751	-0.0090808	0.0096137	0.63723	0.92947	0.995669285579286
Allen_Mouse_ALM2_level2	Sncg	12811	-0.0035925	-0.0098631	0.0091678	0.65242	0.92947	0.995669285579286
Allen_Mouse_ALM2_level2	Sst	12811	-0.0055377	-0.014976	0.010159	0.70716	0.92947	0.995669285579286
Allen_Mouse_ALM2_level2	L2.3_IT	12811	-0.0060111	-0.016859	0.0086188	0.75723	0.92947	0.995669285579286
Allen_Mouse_ALM2_level2	L5_IT	12811	-0.0073175	-0.020381	0.0093846	0.78222	0.92947	0.995669285579286
Allen_Mouse_ALM2_level2	SMC	12811	-0.0061015	-0.011294	0.0058847	0.85008	0.92947	0.995669285579286
Allen_Mouse_ALM2_level2	NP	12811	-0.010776	-0.029394	0.0095348	0.87079	0.92947	0.995669285579286
Allen_Mouse_ALM2_level2	L4	12811	-0.006701	-0.018871	0.0058697	0.87318	0.92947	0.995669285579286
Allen_Mouse_ALM2_level2	L6_IT	12811	-0.012383	-0.034775	0.0088852	0.91828	0.92947	0.995669285579286
Allen_Mouse_ALM2_level2	Pvalb	12811	-0.013457	-0.036837	0.0091426	0.92947	0.92947	0.995669285579286
Allen_Mouse_ALM2_level3	L6_CT_VISp_Ctxn3_Sla	12811	0.014674	0.046478	0.0047207	0.00094256	0.1131072	0.995669285579286
Allen_Mouse_ALM2_level3	Astro_Aqp4	12811	0.011857	0.023472	0.0053689	0.013617	0.81702	0.995669285579286
Allen_Mouse_ALM2_level3	Lamp5_Krt73	12811	0.018611	0.051707	0.0098201	0.029046	0.936017391304348	0.995669285579286
Allen_Mouse_ALM2_level3	CR_Lhx5	12811	0.010072	0.020918	0.0063989	0.057761	0.936017391304348	0.995669285579286
Allen_Mouse_ALM2_level3	L5_PT_ALM_Slco2a1	12811	0.01404	0.038924	0.0094643	0.068988	0.936017391304348	0.995669285579286
Allen_Mouse_ALM2_level3	Meis2_Adamts19	12811	0.010353	0.021486	0.0071258	0.073151	0.936017391304348	0.995669285579286
Allen_Mouse_ALM2_level3	L5_PT_ALM_Npsr1	12811	0.011745	0.032996	0.0093929	0.10559	0.936017391304348	0.995669285579286
Allen_Mouse_ALM2_level3	L5_PT_ALM_Hpgd	12811	0.011736	0.032782	0.0096861	0.11283	0.936017391304348	0.995669285579286
Allen_Mouse_ALM2_level3	Sst_Nts	12811	0.0091557	0.025409	0.0082409	0.1333	0.936017391304348	0.995669285579286
Allen_Mouse_ALM2_level3	Endo_Cytl1	12811	0.0043613	0.0098844	0.0040437	0.14041	0.936017391304348	0.995669285579286
Allen_Mouse_ALM2_level3	L5_IT_VISp_Whrn_Tox2	12811	0.0061281	0.018456	0.0057526	0.14338	0.936017391304348	0.995669285579286
Allen_Mouse_ALM2_level3	L6b_VISp_Mup5	12811	0.004931	0.015519	0.0047293	0.14856	0.936017391304348	0.995669285579286
Allen_Mouse_ALM2_level3	Vip_Lmo1_Fam159b	12811	0.01022	0.02694	0.010228	0.15887	0.936017391304348	0.995669285579286
Allen_Mouse_ALM2_level3	Pvalb_Reln_Itm2a	12811	0.0071456	0.020695	0.0073345	0.16498	0.936017391304348	0.995669285579286
Allen_Mouse_ALM2_level3	L5_IT_VISp_Batf3	12811	0.0076579	0.021742	0.0079063	0.16638	0.936017391304348	0.995669285579286
Allen_Mouse_ALM2_level3	L6b_VISp_Col8a1_Rprm	12811	0.0084549	0.023652	0.0095259	0.18739	0.936017391304348	0.995669285579286
Allen_Mouse_ALM2_level3	Lamp5_Lsp1	12811	0.0091402	0.025229	0.01032	0.18792	0.936017391304348	0.995669285579286
Allen_Mouse_ALM2_level3	Vip_Lmo1_Myl1	12811	0.0090261	0.023714	0.010196	0.18801	0.936017391304348	0.995669285579286
Allen_Mouse_ALM2_level3	VLMC_Spp1_Col15a1	12811	0.0042694	0.0077416	0.0054295	0.21585	0.936017391304348	0.995669285579286
Allen_Mouse_ALM2_level3	L6_CT_VISp_Nxph2_Wls	12811	0.0037233	0.011018	0.0050343	0.22979	0.936017391304348	0.995669285579286
Allen_Mouse_ALM2_level3	OPC_Pdgfra_Grm5	12811	0.0044251	0.008721	0.0060937	0.23387	0.936017391304348	0.995669285579286
Allen_Mouse_ALM2_level3	OPC_Pdgfra_Ccnb1	12811	0.0023319	0.0076102	0.0032499	0.23653	0.936017391304348	0.995669285579286
Allen_Mouse_ALM2_level3	Lamp5_Fam19a1_Tmem182	12811	0.0075228	0.020871	0.010598	0.23892	0.936017391304348	0.995669285579286
Allen_Mouse_ALM2_level3	Peri_Kcnj8	12811	0.003159	0.0062732	0.0044543	0.2391	0.936017391304348	0.995669285579286
Allen_Mouse_ALM2_level3	Sst_Nr2f2_Necab1	12811	0.0072204	0.020352	0.010232	0.2402	0.936017391304348	0.995669285579286
Allen_Mouse_ALM2_level3	Sst_Chrna2_Ptgdr	12811	0.0075186	0.0208	0.010701	0.24115	0.936017391304348	0.995669285579286
Allen_Mouse_ALM2_level3	VLMC_Osr1_Mc5r	12811	0.0039906	0.0068283	0.0056835	0.2413	0.936017391304348	0.995669285579286
Allen_Mouse_ALM2_level3	Lamp5_Fam19a1_Pax6	12811	0.0058622	0.016318	0.010182	0.28239	0.936017391304348	0.995669285579286
Allen_Mouse_ALM2_level3	L6b_ALM_Olfr111_Spon1	12811	0.0054742	0.015373	0.0095604	0.28347	0.936017391304348	0.995669285579286
Allen_Mouse_ALM2_level3	L6b_Hsd17b2	12811	0.0040744	0.011473	0.0085684	0.31721	0.936017391304348	0.995669285579286
Allen_Mouse_ALM2_level3	Oligo_Serpinb1a	12811	0.0024064	0.0047598	0.0052462	0.32323	0.936017391304348	0.995669285579286
Allen_Mouse_ALM2_level3	Vip_Rspo1_Itga4	12811	0.0043775	0.011191	0.0095635	0.32358	0.936017391304348	0.995669285579286
Allen_Mouse_ALM2_level3	L6_CT_ALM_Nxph2_Sla	12811	0.0047306	0.013292	0.010582	0.32743	0.936017391304348	0.995669285579286
Allen_Mouse_ALM2_level3	L5_IT_ALM_Cpa6_Gpr88	12811	0.0045905	0.012956	0.010395	0.32938	0.936017391304348	0.995669285579286
