# MEAN_SAMPLE_SIZE = 54885
# TOTAL_GENES = 13136
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE      TYPE  NGENES         BETA     BETA_STD           SE            P
TEGLU5       COVAR   13136    -0.034747    -0.014971     0.041939      0.79631
TEGLU4       COVAR   13136    -0.017223   -0.0075121     0.040024      0.66651
TEGLU22      COVAR   13136    -0.074081    -0.026163     0.053028      0.91879
TEGLU23      COVAR   13136    -0.041817    -0.020127     0.039204      0.85692
TEGLU24      COVAR   13136    -0.024958   -0.0094081     0.047848      0.69903
TEGLU17      COVAR   13136    -0.044935    -0.018431     0.046515      0.83298
TEGLU18      COVAR   13136      -0.0489    -0.020394     0.047839      0.84664
TEGLU19      COVAR   13136    -0.086315    -0.036996     0.046478      0.96834
TEGLU2       COVAR   13136    -0.058153    -0.024819     0.045309      0.90032
TEGLU3       COVAR   13136    -0.097119    -0.034792     0.054582      0.96239
TEGLU14      COVAR   13136   -0.0087459    -0.004431     0.031628      0.60892
TEGLU13      COVAR   13136    -0.024496    -0.010629     0.041413      0.72291
TEGLU21      COVAR   13136    -0.033997    -0.016741     0.036127      0.82665
TEGLU10      COVAR   13136     -0.03221    -0.016175     0.036638      0.81033
TEGLU11      COVAR   13136     -0.10697    -0.046158     0.046233      0.98965
TEGLU20      COVAR   13136    -0.055125    -0.023998     0.039686      0.91758
TEGLU12      COVAR   13136    -0.073221    -0.027686     0.048986      0.93249
TEGLU9       COVAR   13136    -0.049848    -0.019697     0.047649      0.85224
TEGLU8       COVAR   13136    -0.097622    -0.038864     0.049897      0.97478
TEGLU7       COVAR   13136    -0.083479    -0.037112     0.042624       0.9749
TEINH10      COVAR   13136    -0.018805   -0.0084898     0.042422      0.67122
TEINH11      COVAR   13136    -0.010833    -0.005457     0.040169       0.6063
TEINH12      COVAR   13136     0.023877     0.012529     0.038342      0.26673
TEINH9       COVAR   13136     0.026228      0.01111     0.044103      0.27603
OBINH5       COVAR   13136     0.020737    0.0050404     0.063371      0.37175
TEINH5       COVAR   13136    -0.091856    -0.023501     0.081096      0.87131
TEINH6       COVAR   13136    -0.030994   -0.0087815     0.071313      0.66808
TEINH7       COVAR   13136   -0.0078634   -0.0029158     0.044682      0.56985
TEINH8       COVAR   13136   -0.0042865   -0.0013362     0.049511       0.5345
TEINH4       COVAR   13136      -0.1081    -0.028173     0.083957      0.90103
TEINH20      COVAR   13136     0.041045     0.018995     0.048121      0.19685
TEINH13      COVAR   13136     0.018243    0.0086428     0.044529      0.34102
TEINH14      COVAR   13136    -0.057197     -0.01658     0.074648      0.77822
TEINH16      COVAR   13136    -0.077763    -0.028933     0.057908      0.91033
TEINH15      COVAR   13136    -0.059554      -0.0178      0.06707       0.8127
TEINH19      COVAR   13136    -0.036457    -0.015983     0.053637      0.75165
TEINH21      COVAR   13136    -0.042029    -0.014755       0.0672      0.73415
HYPEP7       COVAR   13136     0.012264     0.006146     0.035519      0.36494
HYPEP6       COVAR   13136     -0.01353   -0.0060276     0.043106      0.62319
DEINH8       COVAR   13136    -0.078153    -0.014551     0.091447      0.80361
MBDOP1       COVAR   13136     -0.05815    -0.015553     0.072652      0.78825
MBDOP2       COVAR   13136     0.063925     0.025789     0.048228     0.092522
MEGLU14      COVAR   13136     0.046254     0.020788      0.04074      0.12813
MEGLU11      COVAR   13136     -0.16901    -0.059921     0.067659      0.99375
MEGLU10      COVAR   13136     -0.11337    -0.037713     0.078615      0.92534
MEGLU9       COVAR   13136     -0.16917     -0.05432     0.075548      0.98742
MEGLU8       COVAR   13136     -0.14871    -0.044013      0.07979      0.96881
MEGLU7       COVAR   13136    -0.039529    -0.010393     0.071999       0.7085
MEGLU6       COVAR   13136    -0.040968    -0.019145     0.042589      0.83195
DEGLU5       COVAR   13136     0.014422    0.0044221     0.085055      0.43268
MEGLU2       COVAR   13136     -0.06276    -0.022035     0.072221      0.80757
MEGLU3       COVAR   13136    -0.083486    -0.027392     0.078599      0.85591
MEGLU1       COVAR   13136     0.020275    0.0076148     0.061512      0.37085
MEGLU5       COVAR   13136    -0.043765    -0.014322     0.067919      0.74033
MEGLU4       COVAR   13136    -0.088196    -0.027165     0.067332      0.90487
DEGLU4       COVAR   13136    0.0043636    0.0016715     0.051886      0.46649
DEGLU3       COVAR   13136    -0.039644    -0.014704     0.054505      0.76649
OBNBL1       COVAR   13136     -0.10503    -0.037929     0.052358      0.97756
MBCHO1       COVAR   13136     0.050159     0.021951     0.045075      0.13291
HBGLU9       COVAR   13136    -0.022418   -0.0090546     0.035267       0.7375
SCGLU1       COVAR   13136   -0.0095895   -0.0030365     0.069379      0.55496
HBGLU10      COVAR   13136     -0.10004    -0.021542     0.070852        0.921
SCGLU10      COVAR   13136    -0.093354    -0.022348     0.072951      0.89966
HBGLU2       COVAR   13136   0.00010213   3.9442e-05     0.044789      0.49909
HBGLU3       COVAR   13136    -0.058444    -0.016681     0.061177      0.83029
HBNOR        COVAR   13136    -0.020357   -0.0069584     0.044198      0.67744
HBGLU1       COVAR   13136    -0.056315    -0.030894     0.028566      0.97565
DEGLU2       COVAR   13136    -0.016094   -0.0091731     0.037688      0.66532
DEGLU1       COVAR   13136    -0.021343   -0.0096876     0.038663      0.70953
MSN1         COVAR   13136    -0.039058    -0.012538     0.046311      0.80048
MSN2         COVAR   13136    -0.061893    -0.017408     0.051449       0.8855
MSN3         COVAR   13136    -0.047637     -0.01138     0.065928      0.76502
MSN5         COVAR   13136     -0.11228    -0.024919     0.074062      0.93524
MSN4         COVAR   13136    -0.031675   -0.0079192     0.064929      0.68716
MSN6         COVAR   13136    -0.053123   -0.0081875      0.10688      0.69041
OEC          COVAR   13136    -0.034736   -0.0056048      0.06746      0.69669
DETPH        COVAR   13136    -0.006075   -0.0018505     0.034666      0.56955
RGDG         COVAR   13136     0.052467    0.0071601     0.083104      0.26391
RGSZ         COVAR   13136      0.10629     0.013085     0.093432      0.12766
OPC          COVAR   13136     0.017888    0.0034085     0.065731      0.39276
SZNBL        COVAR   13136     0.045835     0.010547     0.048497      0.17231
EPMB         COVAR   13136      0.01426    0.0021809     0.068843      0.41795
HYPEN        COVAR   13136     0.052908     0.009314     0.059197      0.18573
OBDOP2       COVAR   13136     -0.08975    -0.014755     0.090777      0.83858
OBINH2       COVAR   13136    -0.052725   -0.0090151     0.082171      0.73944
OBINH3       COVAR   13136     -0.12556    -0.018893     0.096636      0.90306
OBINH1       COVAR   13136    -0.078845    -0.014187       0.0897      0.81029
OBINH4       COVAR   13136     -0.31068    -0.041028      0.11342      0.99692
OBNBL2       COVAR   13136    0.0040334     0.001011     0.063144      0.47454
TEGLU6       COVAR   13136      -0.1127    -0.029166     0.075862      0.93129
TEGLU1       COVAR   13136     -0.15291    -0.047217     0.066713      0.98904
DGGRC2       COVAR   13136     -0.10186    -0.022689     0.072526      0.91989
DGGRC1       COVAR   13136     -0.08083    -0.020343     0.067527      0.88434
DGNBL1       COVAR   13136     0.063441     0.013535     0.058069      0.13732
DGNBL2       COVAR   13136     0.035672    0.0083308     0.063315      0.28659
OBNBL3       COVAR   13136   -0.0088332   -0.0012957     0.088836       0.5396
HYPEP3       COVAR   13136    -0.012661   -0.0041589      0.07368      0.56822
HYPEP2       COVAR   13136     -0.11174    -0.029105     0.070433      0.94368
HYPEP1       COVAR   13136   -0.0082002   -0.0023642     0.077771      0.54199
CBNBL2       COVAR   13136     -0.02102   -0.0025391      0.11807      0.57065
CBGRC        COVAR   13136    -0.092988   -0.0085868      0.15742      0.72263
CR           COVAR   13136    -0.075662    -0.014322     0.095753      0.78528
CBNBL1       COVAR   13136     0.034888    0.0070209     0.083528      0.33809
SEPNBL       COVAR   13136    -0.072406    -0.019805     0.071905      0.84301
OBNBL5       COVAR   13136    -0.070977   -0.0099882      0.10565      0.74915
OBNBL4       COVAR   13136     0.090417     0.011256      0.11504      0.21595
DECHO2       COVAR   13136    -0.043992    -0.014637     0.054591      0.78982
HYPEP5       COVAR   13136    -0.010447   -0.0033449      0.06071      0.56831
DEINH7       COVAR   13136    -0.085045    -0.013004      0.10321      0.79502
HYPEP4       COVAR   13136    -0.085631     -0.03063     0.056861      0.93395
HBGLU8       COVAR   13136   -0.0010066  -0.00073138     0.019417      0.52067
HBGLU6       COVAR   13136   -0.0012939  -0.00069169     0.030291      0.51703
HBGLU7       COVAR   13136   -0.0022516   -0.0011173     0.030179      0.52974
HBGLU5       COVAR   13136     0.028045     0.014764     0.039749      0.24024
HBGLU4       COVAR   13136   -0.0079373   -0.0044072     0.024065      0.62923
HBCHO2       COVAR   13136      0.01608    0.0093724      0.02687      0.27478
HBCHO1       COVAR   13136     0.020979     0.011125     0.025721      0.20737
HBCHO3       COVAR   13136     0.035604      0.02465     0.022081      0.05345
HBADR        COVAR   13136     0.018156      0.00762     0.038201       0.3173
HBCHO4       COVAR   13136    0.0016535   0.00096741     0.029527      0.47767
TECHO        COVAR   13136    0.0073982    0.0041361     0.043341      0.43223
DECHO1       COVAR   13136     0.018983     0.012389     0.034046      0.28858
SCINH1       COVAR   13136     -0.02265   -0.0083434     0.042144      0.70451
HBINH8       COVAR   13136     0.018817    0.0081512     0.032414      0.28079
HBINH7       COVAR   13136     0.031202     0.011247     0.037493      0.20265
HBINH5       COVAR   13136     0.011869    0.0050856     0.038438      0.37874
CBINH2       COVAR   13136   -0.0091468   -0.0030141     0.040561      0.58921
CBPC         COVAR   13136    -0.056074     -0.01414     0.043887      0.89931
CBINH1       COVAR   13136    -0.055646   -0.0095926     0.089892      0.73204
MEINH1       COVAR   13136   -0.0026112   -0.0003644     0.093902      0.51109
TEINH17      COVAR   13136    -0.091713    -0.031599      0.06196      0.93058
TEINH18      COVAR   13136    -0.044319    -0.017845     0.052545       0.8005
DEINH2       COVAR   13136    -0.087778    -0.031118     0.060161      0.92771
DEINH1       COVAR   13136     -0.06739    -0.024047     0.063603      0.85531
DEINH6       COVAR   13136    -0.076506    -0.020841      0.05412      0.92125
MEINH13      COVAR   13136     0.050309     0.017308     0.065458      0.22108
MEINH8       COVAR   13136    -0.011278   -0.0024735     0.091718      0.54893
MEINH14      COVAR   13136    -0.016457   -0.0050487     0.059238      0.60942
DEINH4       COVAR   13136     -0.03601    -0.011841     0.062898      0.71651
DEINH5       COVAR   13136    -0.041242     -0.01225     0.085326      0.68557
TEINH2       COVAR   13136     -0.10644    -0.027274     0.090552      0.88008
TEINH1       COVAR   13136      0.06254     0.024545     0.064431      0.16587
HBINH4       COVAR   13136     0.069652     0.021118     0.055292       0.1039
HBINH3       COVAR   13136    -0.035586   -0.0076641     0.083564      0.66489
HBINH1       COVAR   13136     -0.03974   -0.0084646     0.058472      0.75163
SCINH11      COVAR   13136    -0.048529    -0.012987     0.060313      0.78947
MEINH3       COVAR   13136     0.016518    0.0060492     0.066272      0.40159
MEINH4       COVAR   13136    -0.047499    -0.016586      0.07601      0.73398
DEINH3       COVAR   13136     0.065121     0.024348     0.058973      0.13475
MEINH2       COVAR   13136     0.034448     0.013261     0.055706      0.26816
MEINH7       COVAR   13136    -0.013919   -0.0037269     0.072944      0.57567
MEINH5       COVAR   13136   -0.0036629   -0.0010091     0.075813      0.51927
MEINH12      COVAR   13136     -0.01462   -0.0045115     0.066874      0.58653
MEINH11      COVAR   13136      0.04664     0.012836     0.074506      0.26567
MEINH9       COVAR   13136    -0.036131   -0.0090519     0.080735      0.67275
MEINH10      COVAR   13136    -0.056542    -0.018305     0.063997      0.81151
MEINH6       COVAR   13136     0.078978     0.027984     0.056948     0.082758
HBINH6       COVAR   13136   -0.0032002   -0.0014422     0.034884      0.53655
HBINH2       COVAR   13136    0.0012293   0.00073776     0.027188      0.48197
SCGLU8       COVAR   13136     -0.07369    -0.022271     0.049644      0.93113
SCGLU9       COVAR   13136     -0.14461    -0.031341     0.074828      0.97334
SCGLU7       COVAR   13136    -0.066673    -0.014472     0.066044      0.84363
SCGLU2       COVAR   13136   -0.0090448   -0.0026743     0.078736      0.54573
SCGLU3       COVAR   13136    -0.041842    -0.013387     0.064233       0.7426
SCGLU4       COVAR   13136    -0.021166   -0.0061461     0.064331      0.62893
SCGLU6       COVAR   13136    -0.061702    -0.013048     0.078591      0.78379
SCGLU5       COVAR   13136    -0.091558    -0.024484     0.064065      0.92351
SCINH5       COVAR   13136    0.0020688   0.00092529     0.044273      0.48136
SCINH6       COVAR   13136    -0.055776    -0.021653     0.047746      0.87862
SCINH7       COVAR   13136    0.0052823    0.0015572     0.059121       0.4644
HBINH9       COVAR   13136    0.0056825    0.0017437      0.05858      0.46136
SCINH2       COVAR   13136     0.014768    0.0047134      0.07087      0.41746
SCINH4       COVAR   13136    -0.020473   -0.0056859     0.061635      0.63012
SCINH3       COVAR   13136    -0.056412     -0.01891      0.06433      0.80973
SCINH10      COVAR   13136    -0.062978    -0.018908     0.066339      0.82877
SCINH9       COVAR   13136    -0.016908   -0.0041825      0.06854      0.59742
SCINH8       COVAR   13136     0.027048    0.0071774     0.061925      0.33114
TEINH3       COVAR   13136    -0.022937   -0.0079337     0.064467        0.639
OBDOP1       COVAR   13136    -0.052414    -0.011035     0.083786       0.7342
HYPEP8       COVAR   13136    0.0042929    0.0015467     0.040097      0.45737
ABC          COVAR   13136     0.067925     0.021068     0.034633     0.024934
VLMC2        COVAR   13136     0.089442     0.019993      0.04813     0.031574
VLMC1        COVAR   13136     0.095876     0.014688     0.066854     0.075784
VSMCA        COVAR   13136   0.00054724    8.676e-05     0.066371      0.49671
PER3         COVAR   13136     0.054715    0.0076064     0.074537      0.23146
VECA         COVAR   13136     0.046926     0.012037     0.039199      0.11564
PER2         COVAR   13136     0.031218     0.011133     0.029011      0.14095
PER1         COVAR   13136     0.029262      0.00779     0.038968      0.22635
VECV         COVAR   13136     0.022677    0.0055984     0.041372      0.29181
VECC         COVAR   13136     0.031909    0.0084731     0.038387      0.20293
MGL1         COVAR   13136     0.049715    0.0067966     0.067567      0.23094
MGL2         COVAR   13136     0.036204    0.0054682     0.062554      0.28138
MGL3         COVAR   13136     0.059233     0.010013     0.055262       0.1419
PVM2         COVAR   13136      0.10573     0.016086     0.062581      0.04558
PVM1         COVAR   13136     0.090985     0.014036     0.062892     0.074006
SCHW         COVAR   13136     0.048725     0.014728     0.033008     0.069964
SATG2        COVAR   13136     0.045645     0.012077     0.038892      0.12028
SATG1        COVAR   13136     0.031186    0.0099062     0.030266      0.15142
ACBG         COVAR   13136     0.017249    0.0027336     0.069193      0.40157
ACOB         COVAR   13136      0.05261    0.0094633     0.060433      0.19201
ACTE1        COVAR   13136     0.080496     0.013711     0.065013      0.10784
ACTE2        COVAR   13136      0.11043     0.014966     0.078864     0.080738
ACNT1        COVAR   13136     0.064125    0.0070563     0.091126      0.24082
ACNT2        COVAR   13136     0.036368    0.0053163     0.069405      0.30015
ACMB         COVAR   13136     0.054079     0.010474     0.055893      0.16665
EPEN         COVAR   13136     0.023619    0.0070305     0.033013      0.23717
EPSC         COVAR   13136      0.01207     0.003386     0.036945      0.37195
CHOR         COVAR   13136     0.063112     0.019108     0.035086      0.03604
SYNOR3       COVAR   13136   -0.0069318   -0.0052965      0.02026      0.63387
SYNOR2       COVAR   13136   -0.0093627   -0.0067645      0.02198      0.66493
SYNOR1       COVAR   13136   -0.0045524   -0.0033289     0.021371      0.58434
SYNOR4       COVAR   13136   -0.0049191   -0.0041127     0.018251      0.60624
SYNOR5       COVAR   13136    -0.019157    -0.011714     0.024326       0.7845
SYCHO2       COVAR   13136    -0.010739   -0.0084374     0.020337      0.70126
SYCHO1       COVAR   13136   -0.0049139   -0.0039319     0.020078      0.59667
PSPEP1       COVAR   13136   -0.0042572   -0.0026702     0.025082      0.56739
PSPEP3       COVAR   13136    0.0045756    0.0025515      0.02625      0.43081
PSPEP2       COVAR   13136   -0.0077607   -0.0046183     0.026287      0.61609
PSPEP4       COVAR   13136   -0.0042167   -0.0020066     0.031997      0.55242
PSPEP5       COVAR   13136    0.0014775   0.00063656     0.034693      0.48302
PSPEP6       COVAR   13136     0.019519    0.0079433     0.038428      0.30576
PSPEP7       COVAR   13136     0.021127      0.00737     0.046216      0.32379
PSPEP8       COVAR   13136     0.023287     0.012297     0.031632      0.23082
PSNF2        COVAR   13136    0.0033547     0.001917     0.027843      0.45205
PSNF3        COVAR   13136    0.0050001    0.0031764     0.023782      0.41674
PSNF1        COVAR   13136    0.0027244    0.0016003     0.024342      0.45544
PSNP1        COVAR   13136   -0.0087526   -0.0055725     0.021862      0.65555
PSNP3        COVAR   13136  -1.5252e-05  -1.1661e-05     0.017766      0.50034
PSNP2        COVAR   13136    0.0040512     0.002984     0.018433      0.41303
PSNP5        COVAR   13136      0.01886     0.012786     0.020596      0.17992
PSNP4        COVAR   13136      0.01656     0.012472     0.018177      0.18114
PSNP6        COVAR   13136      0.02313     0.018079     0.017329     0.090987
