ensg	symbol	8_pcw	9_pcw	12_pcw	13_pcw	16_pcw	17_pcw	19_pcw	21_pcw	24_pcw	26_pcw	37_pcw	4_mos	10_mos	1_yrs	2_yrs	3_yrs	4_yrs	8_yrs	11_yrs	13_yrs	15_yrs	18_yrs	19_yrs	21_yrs	23_yrs	30_yrs	36_yrs	37_yrs	40_yrs
ENSG00000143179	UCK2	0.668006384244587	0.765163004035876	0.494434811057751	0.53591287030743	0.603048316656949	0.584475400040739	0.335813441663403	0.577264771670932	0.471877647098421	-0.267354068762514	-0.348503500799873	-0.0412332912046783	-0.521318436988827	-0.0102278966820862	-1.06191579928371	-0.477753629756401	-0.773183547767165	-0.581055529887061	-0.28409613721938	-0.29075525332099	-0.237209272268246	-1.0266800509746	-0.0775437438251652	-0.460003340870522	-0.327861350699908	-0.195610306759214	-0.273969552562995	-0.247513256626589	-0.785020568202087
ENSG00000143183	TMCO1	0.57914483704929	0.0289496255540575	0.432331293100935	0.0447791886143619	-0.127051955578168	-0.218240290893177	-0.21584377365649	-0.194681283692745	0.205259591936267	0.375700390301126	0.271915276587133	0.257947495638891	0.191711851295698	-0.253716178346236	-0.235472430054011	0.160877546786947	0.530303243155882	0.533582211253907	0.100513995973841	-0.456159595226018	-0.194263296149408	-0.164024742074934	-0.484107509093326	-0.0197942956692946	-0.19087971243005	-0.906150433766454	-0.533795060010575	-0.436526196101827	-0.138666716825466
ENSG00000143194	MAEL	-0.453952132748946	-0.463066815351194	-0.450842191023996	-0.577993753749363	-0.441715857410508	-0.215437367725027	-0.260907354722565	-0.171051742052957	-0.0152360758782043	-0.528169708001914	-0.178698598993648	0.320556573277448	1.11133658456936	0.360165307202854	-0.586975659268794	-0.296318644608544	0.719967459702493	0.501941883330841	1.02873230567673	-0.0909019039619013	0.145583711728123	-0.14721023436391	0.668073363998244	0.41678091659776	0.0117106751108929	0.357530470537516	0.511920767497214	0.747852062545064	0.260128493088173
ENSG00000143195	ILDR2	0.803730869631613	1.08718504213647	-0.424764177908685	-0.502530005511801	-0.165101307276225	-0.235879510222251	-0.851136995362371	-0.00817562543125704	-0.3410545954194	0.0654176522642956	-0.49427916091535	0.356300268629613	-0.10837027672743	1.33244904304087	-0.851172584424781	-0.12054908522954	-0.850060551750592	0.136017819676261	0.0699351863667351	0.255447100071171	0.516469839829279	-0.452496040905737	0.33455233684839	0.745444493086042	0.292430458990127	0.0537133122821345	0.539270613153248	0.312430103291825	-0.477584049761719
ENSG00000143198	MGST3	-0.788127095456314	-1.07208666258033	-0.504457055032045	-0.40323637740125	-0.362950841234275	-0.334241109578446	-0.22190395715294	-0.426445759346397	0.16874422021133	-0.40285975631673	0.362891133351283	0.468941085139337	0.432509913309996	0.132863746276946	-0.64385463469236	-0.0954244071034999	1.33043228672773	0.57893868596694	0.723413219304088	0.267258720201969	0.19117098531603	-0.040107365642053	0.497544192864594	-0.0804900274487188	-0.0375903966575025	0.850650189648091	0.246639973286911	0.210921231538366	0.697075119759474
ENSG00000143228	NUF2	3.22270657574789	2.46870170087138	0.292395031679405	0.513863449653309	0.305445920596717	0.402960464775517	0.135480125698944	-0.066100634455632	0.228101438805802	0.44447369481054	-0.29761585840469	-0.312204588195376	-0.492443216826771	-0.52686102162282	-0.525590121258348	-0.513318223810759	-0.513690569641464	-0.444003219506454	-0.567701461426143	-0.547817779250526	-0.462470275762448	-0.444769382131922	-0.571736672750849	-0.563742083506132	-0.498541926319545	-0.568643055210295	-0.528938968408344	-0.489550484512713	-0.495670406224258
ENSG00000143248	RGS5	-1.0956630469511	-1.21334492035066	-1.66423211572761	-2.03285714292188	-1.74582493918687	-2.16786068654026	-2.65348594947177	-1.80191660860485	-0.993306437670642	0.885035122402347	-1.20417705435359	1.35612952477042	0.973362126300998	1.26934905246771	1.02768089377399	1.68686138338593	0.287724401163304	1.3859991137054	1.80398769085031	1.58114225387744	1.51049402446581	1.86756620244897	0.747606192961135	1.85125223852076	1.71974191087314	0.668928765829369	1.09064840795098	1.33786550052553	1.65407313964066
ENSG00000145703	IQGAP2	1.67744818483204	2.48495200622645	0.0944977373486188	0.388143531602471	0.590843644319655	0.544870892068345	0.0820562405149281	0.455505569104815	0.625832087404357	0.576496042369332	0.797997350068464	-0.0578650899003335	-0.323588134305664	-0.216952288088556	-0.612662570340619	-0.531595713122982	-0.614766524024756	-0.589512489836274	-0.635359568550445	-0.613892038166463	-0.489821958923976	-0.619544026631032	-0.592376880154737	-0.605170165245796	-0.595782717954908	-0.666066055517795	-0.611881076422856	-0.556419065462783	-0.673515606854409
ENSG00000145708	CRHBP	-1.42626951389974	-1.41332153949595	-1.27285567803004	-1.20745872596563	-0.849424469912789	-0.651107676339139	-0.675209662062688	-0.297314328710319	-0.252275313944233	-0.823544627456349	0.22789488101409	1.34680655239663	1.19150359074405	1.36843918889244	-1.35694459589419	-0.79387868983498	1.01418316795797	1.36357215062238	1.17926813126814	0.663623149181758	1.11958582816327	-0.119488531275018	1.26623593973944	0.977830366453222	0.346586639941006	1.37018277550581	0.667306631320598	0.94414511127	0.545549406022023
ENSG00000148444	COMMD3	0.33007548741802	0.0808766033985217	0.74288951664856	0.605798799159651	0.281744665777717	0.612445355436239	0.933892870154717	0.356557817159257	0.486758341691586	-0.233912656325087	0.0418022416098089	-0.201637772429495	-0.305747491857544	-0.693298384386014	-0.999673187113345	-0.668260289948293	1.17900555851744	0.406150257782489	-0.34878726620649	-0.781250472158145	-0.200137495893027	-0.647807420711454	-0.593525889315186	-0.710202402528217	-0.597462716192297	-0.633116334687979	-0.682254168350039	-0.461978935045974	0.306911404557154
ENSG00000148450	MSRB2	-0.0380678992780956	-0.280067566005896	-0.56829505950762	-0.478957964974947	-0.647656121127248	-0.389714714159744	-0.00447823996975728	-0.39215508784349	-0.504407594768749	0.159385860548527	0.17488911343854	0.21397380950002	0.00282489762030553	-0.285757488867069	0.569251770385114	0.903865656151337	1.40964549934854	0.28163014266403	0.217608435664187	0.213919087241446	-0.038347057064491	0.760170678572248	0.184593417633918	-0.151336781538595	0.343472359633388	0.383058789205748	0.223862976791107	0.0846402967726652	0.721386065899741
ENSG00000151023	ENKUR	0.529139966466566	0.277349368352174	-0.686738027035009	-0.608658200211607	-0.582314994060283	-0.224160916093695	-0.306169306623315	-0.0792987847356072	-0.221136120980581	0.848788608620063	0.676516268712655	0.783381320183381	0.308179348321021	-0.00552581617484623	0.462639347758898	0.774150239128339	0.807362819618963	0.486947187901934	0.00711093021605547	0.197324806870269	-0.0510922880904122	0.0431021532437824	-0.316284529257166	-0.100434173897642	0.492520901005561	-0.574725611898789	-0.233391078904053	-0.044223874108721	0.10907712325942
ENSG00000162763	LRRC52	0.00742586346010142	-0.00316754083354388	-0.00441152290536428	0.00732591509907207	0.000260373997160408	-0.0124591032171967	0.00230717817833369	-0.0210084647711031	-0.0145026312012029	-0.00942163661036776	-0.0212250034500158	-0.00520105615792459	-0.0196352174898857	-0.00447223223093627	0.0623479398743262	0.0470365234376721	-0.00181011110756675	0.0241481976713051	-0.00964557006679249	-0.00523778478249314	-0.0237624599586243	0.0297205133246683	-0.0119099144780848	-0.0204845536671007	0.00294315169618379	-0.0200071632117658	-0.00547666127368931	-0.0158040518518236	-0.0207206273105022
ENSG00000164252	AGGF1	0.437941019325829	-0.0516983012582446	0.257392547703503	-0.0335289501687417	-0.0436148792555033	0.110536292636088	-0.351695120371658	0.304622717377367	0.0951629321354358	-0.0726983411349562	-0.372227622934899	0.0344889657788505	0.197509127356811	0.351658198270372	-1.23311881787824	-0.521820003461102	-0.0915821595298351	-0.153715522884235	0.252832627143885	-0.19116697232882	0.712430959198877	-0.383019140994457	-0.0277603315938398	0.528428705064841	0.0435948051071376	-0.30282478359489	0.0203676291257946	0.217128011246788	0.416278091875443
ENSG00000164253	WDR41	0.00461583337508914	0.123478239662164	0.258436873784416	0.12492322469574	-0.0885496281487163	-0.342332303747728	-0.203778344813315	-0.123817121431513	0.137278715413169	-0.359414388018177	-0.0445941309830098	0.22038282920314	-0.144955413824654	0.590086138564019	-1.14831705713332	-0.424070682973494	0.0536295374827139	-0.00568222004335567	0.341838003697205	-0.0967767784416837	0.443458928306655	-0.611416916884758	0.139683833083614	0.178275175955158	-0.181798428202757	-0.0680874743474775	0.0312750024412725	0.138258791438768	0.0486417894186002
ENSG00000165309	ARMC3	-0.0280788274183341	-0.0580820068971447	-0.157855368792034	-0.158742509058366	-0.0566244340367881	0.181516263538903	0.215269791435277	0.196789164968817	0.0311553685934811	-0.0337340611303496	0.11888072872415	0.0596115655543461	-0.084276232691497	0.178623019781031	-0.0805653566116181	-0.143236326928556	-0.039827770062195	0.0615064828238178	0.0752503283664212	0.100163312151665	0.110581277125837	-0.0848530404042157	0.0863252286802541	-0.0637008884196772	0.158062101363576	-0.0641618760845295	0.0842204436988339	0.0461326098771879	0.0412870501470834
ENSG00000165312	OTUD1	0.134669681763042	0.811338780045403	0.382923434888118	0.221654179545801	0.044254778623387	0.125768940019448	-0.087687475791154	0.0507179499860685	0.241862152627253	-0.358557133265363	0.144958152248575	-0.171332475889117	-0.0485533538230346	-0.0583987180135047	-1.00897011825524	-0.472853488636184	-0.0898867964475517	0.184017444148282	0.563507358384583	-0.207733689529898	0.153448518251213	-0.588093073386223	-0.269660316017324	0.305421833633007	-0.347503223114997	-0.398288709531247	-0.251872615518831	-0.0836978094896331	-0.173177931669535
ENSG00000168267	PTF1A	0.050953076680336	0.0374770403293782	-0.020358821750482	0.00752992226156948	-0.0896898606211442	0.0498165942650271	-0.0856251878031364	0.196745842906499	0.0109344829401909	-0.0265019483361801	0.0331569767125208	0.0105402805901178	0.00607366249183568	-0.0390816747318385	-0.0537958447863653	-0.0613215348344069	0.0723723496581657	-0.0275021513306714	-0.0888696712830931	0.00734610271837347	-0.0466485956945744	0.0545818334707651	-0.0501019104140901	-0.0341097300924946	-0.0257300566517101	0.0212418146240834	-0.0299084829774484	-0.0299021018266503	0.280044533562494
ENSG00000168283	BMI1	0.675315441976529	0.311759069581479	0.922080643327933	0.500517150083472	0.230743111917318	0.357924259441154	-0.24104285802268	0.220995341333739	0.384991260025116	-0.253349995206749	-0.589370858159324	-0.328742537598813	-0.101065840047879	-0.331180730198725	-1.54938199763672	-0.575505606201643	-0.0176801558873376	0.0228084709847671	0.169976444299555	-0.614550430949235	0.309791321438631	-0.690690009085193	-0.387452243728953	0.308901049203595	-0.209583345573724	-0.741411543681257	-0.455970964758219	-0.206650106987728	0.173038031286852
ENSG00000171722	C1orf111	-0.104333117390254	0.157493399643762	-0.0563577646108612	-0.0588911284183972	0.109465406384452	0.363542851786538	0.103837429039093	0.0806914772674716	-0.0932292397674113	0.0261849915933063	0.00967648017100305	-0.0742043028323465	0.259414140926356	-0.0805796243998377	-0.0301528645626144	-0.00957666392777569	-0.135057240776644	-0.0322419394215394	-0.0672089687825563	0.00217558824011794	-0.0110604390476146	-0.0913958769288155	-0.0349100366094226	-0.0376347269215388	0.0194217864569646	-0.0606642625139174	0.104336159148697	0.109666040610063	-0.0924970809033343
ENSG00000179133	C10orf67	-0.0201282172913545	-0.0297502988840075	-0.0646317168554327	-0.0722291418378149	-0.0430657769200312	-0.00690408018519069	0.00476933515188895	-0.000603130782910619	-0.0207859504062532	0.0346392385876375	0.0345822731860181	0.0176578476213075	-0.0482770810760829	0.0360279150525291	-0.0382038102547314	-0.0159188151360953	0.0233672979060619	0.0453307954461808	0.0626975192901437	0.0430341926545045	0.0629111061730827	0.0191930296709401	0.0134894293361158	-0.0340279570202785	0.0447820258557253	0.0462307852903185	0.0732958830527635	0.0370887862993762	0.110154432517477
ENSG00000181104	F2R	2.47966042113207	2.81064553709979	2.19501781402763	2.06044939809516	1.66175354599175	1.07434767776274	0.389047985282723	0.933359205994833	1.45821659115216	-0.282401518194853	1.14797770064802	-0.250329211895891	-1.53184304244919	-1.18162919961697	-1.80650015653949	-1.46785107428856	-1.73693714083789	-1.51772922090098	-1.62674686092105	-1.47878771062723	-1.43693857095125	-1.77996410516019	-1.51296242099123	-1.39463088493055	-1.44901409833482	-1.87138825081724	-1.72615743906647	-1.51144254488646	-1.7861390679157
ENSG00000185630	PBX1	0.57150501408107	0.692459691849455	1.59874100016631	1.56142362090037	1.22519631938156	0.725193059894354	0.0960391951624776	0.817475160729591	0.920306113461805	-0.656263549604094	-0.338252112586962	-0.627978398226868	-0.0774487443873353	-0.287671919846693	-2.2587224614392	-1.39061269431512	-1.58974137384821	-0.549703437966397	-0.354678441987301	-0.889270111358286	-0.243992818675693	-1.55692743037289	-0.650982085813851	-0.0971968746150528	-0.81369489999143	-1.015454604197	-0.874162430189411	-0.722973961041101	-1.04825906082751
ENSG00000185875	THNSL1	0.33851036842635	-0.0903223450514321	0.664309951147185	0.390698751921198	0.232959511550894	0.145727469307707	-0.0766332811667507	0.156495745751652	0.236867200916618	-0.201794117496224	-0.519997217817134	-0.106495477081715	-0.278566963853574	-0.126486692858388	-1.12701587140959	-0.496659460481822	-0.0830858155363355	-0.212574825715922	0.383980305343425	-0.180667215988415	0.215227955278012	-0.631359809341188	-0.21806604005554	0.289898886259792	-0.0853983238577817	-0.505158814270042	-0.281465474822043	0.049093028983699	0.0309596955333628
ENSG00000188859	FAM78B	-0.281348892435022	-0.209587533555311	-0.114193147748645	-0.121256400183872	0.457956635288297	0.825655173162785	0.522985570203218	0.991236962526258	0.609838670033317	-0.808864212297083	-0.508840516852416	-0.102116609258539	-0.281230716927129	0.427939035862316	-1.52790380242681	-0.882145224867152	-0.420593823473122	0.113045195281005	-0.071431097033186	0.0143597901723555	0.515505289640929	-0.892355959634369	0.445877421409062	0.0343478127476987	-0.341595762512287	0.35505332090131	0.230294675584442	0.434693249949405	-0.00244344594767245
ENSG00000198842	DUSP27	-0.0951949634719688	-0.199576715556264	-0.177464566754386	-0.185647423570516	-0.139427092408632	-0.189588997511197	-0.118398765323453	-0.16154669424568	-0.221351864750844	-0.0546936584042272	-0.217067587881843	0.0189410064384172	0.128162864798152	0.337108786377726	-0.181206916611375	0.0704311893805524	-0.0474236477112208	0.0748023487123493	0.217059655129428	0.264591567931237	0.250626719271435	-0.0198174466033475	0.375877706373421	0.179404850500963	0.181933986202774	0.455605676533265	0.115961844060519	0.179333962656324	-0.00879979269957057
ENSG00000199849	RNU5F-6P	-0.000817881965966449	-0.000817881965966449	-0.000817881965966449	-0.000817881965966449	-0.000817881965966449	-0.000817881965966449	-0.000817881965966449	-0.000817881965966449	-0.000817881965966449	-0.000817881965966449	-0.000817881965966449	-0.000817881965966449	-0.000817881965966449	0.0259677524194348	-0.000817881965966449	-0.000817881965966449	-0.000817881965966449	-0.000817881965966449	-0.000817881965966449	-0.000817881965966449	-0.000817881965966449	-0.000817881965966449	-0.000817881965966449	-0.000817881965966449	-0.000817881965966449	-0.000817881965966449	-0.000817881965966449	-0.000817881965966449	-0.000817881965966449
ENSG00000200036	RNA5SP65	-0.00229241901411476	-0.00229241901411476	-0.00229241901411476	-0.00229241901411476	-0.00229241901411476	-0.00229241901411476	-0.00229241901411476	-0.00126826331537561	0.0110437304062016	-0.00229241901411476	-0.00229241901411476	-0.00229241901411476	-0.00229241901411476	-0.00229241901411476	-0.00229241901411476	0.0228516572968948	-0.00229241901411476	-0.00229241901411476	-0.00229241901411476	-0.00229241901411476	-0.00229241901411476	-0.00229241901411476	-0.00229241901411476	-0.00229241901411476	-0.00229241901411476	-0.00229241901411476	-0.00229241901411476	0.0191363793431358	-0.00229241901411476
ENSG00000200327	RNA5SP62	-0.00298570767180065	-0.00298570767180065	-0.00298570767180065	-0.00298570767180065	-0.00298570767180065	-0.00298570767180065	-0.00298570767180065	-0.00298570767180065	-0.00298570767180065	-0.00298570767180065	-0.00298570767180065	-0.00298570767180065	-0.00298570767180065	0.0471507434898663	-0.00298570767180065	-0.00298570767180065	-0.00298570767180065	0.0153930746350075	0.01602146941056	-0.00298570767180065	-0.00298570767180065	-0.00298570767180065	-0.00298570767180065	-0.00298570767180065	-0.00298570767180065	-0.00298570767180065	-0.00298570767180065	-0.00298570767180065	-0.00298570767180065
ENSG00000200331	RNU6-183P	-0.0061479845272885	-0.0061479845272885	-0.0061479845272885	-0.0061479845272885	-0.0061479845272885	-0.0061479845272885	-0.0061479845272885	-0.0061479845272885	-0.0061479845272885	-0.0061479845272885	-0.0061479845272885	-0.0061479845272885	-0.0061479845272885	0.0228235802706251	-0.0061479845272885	-0.0061479845272885	-0.0061479845272885	0.0960001212331765	-0.0061479845272885	-0.0061479845272885	-0.0061479845272885	-0.0061479845272885	-0.0061479845272885	-0.0061479845272885	-0.0061479845272885	-0.0061479845272885	-0.0061479845272885	-0.0061479845272885	-0.0061479845272885
ENSG00000201987	Y_RNA	-0.0105473296161655	-0.0105473296161655	0.00637025595861737	-0.00256415475755726	0.027525255718194	0.00217228801699558	0.0388242570426656	-0.0105473296161655	-0.0105473296161655	0.296026739635348	-0.0105473296161655	-0.0105473296161655	-0.0105473296161655	-0.0105473296161655	-0.0105473296161655	0.0262416197039177	-0.0105473296161655	-0.0105473296161655	-0.0105473296161655	-0.0105473296161655	-0.0105473296161655	-0.0105473296161655	-0.0105473296161655	-0.0105473296161655	-0.0105473296161655	-0.0105473296161655	-0.0105473296161655	0.0125033457162538	-0.0105473296161655
ENSG00000204566	C10orf115	0.0169995554857067	0.0482147798372397	-0.0498554335849813	-0.0566554365058776	-0.0199758548218753	-0.0249005049366768	0.0179038640107458	0.0375524017391403	-0.0388776801883133	-0.0150354927080821	0.0904861934084808	0.00867110254888056	-0.000766423705291022	0.0489439358240652	-0.027464897309219	-0.00312372964094122	0.0225332772566824	-0.0128308724943602	0.0126033254544967	-0.0157469136219045	-0.0729328853913205	-0.0241259735955993	-0.0134811874313695	0.0551303583953497	-0.028045790547155	-0.0222696722751458	0.0677000510896338	0.0421063758736712	0.149029508245559
ENSG00000206714	Y_RNA	-0.000716029123023604	-0.000716029123023604	-0.000716029123023604	0.00593486267812979	-0.000716029123023604	-0.000716029123023604	-0.000716029123023604	-0.000716029123023604	-0.000716029123023604	-0.000716029123023604	-0.000716029123023604	-0.000716029123023604	0.00424342344245945	0.00134431434940066	-0.000716029123023604	-0.000716029123023604	-0.000716029123023604	-0.000716029123023604	-0.000716029123023604	-0.000716029123023604	-0.000716029123023604	-0.000716029123023604	-0.000716029123023604	-0.000716029123023604	-0.000716029123023604	-0.000716029123023604	-0.000716029123023604	-0.000716029123023604	-0.000716029123023604
ENSG00000206990	Y_RNA	0.303615047625557	-0.140355206377138	-0.580653934686072	-0.709294723538267	-0.456409476529981	-0.246944522221041	-0.356576560610154	-0.2089865296778	0.365566651619851	0.812732734508711	0.541249776891779	0.529536835203491	0.0658804632763469	-0.487926421231061	0.839494530705145	0.820621828777724	0.858868210992633	0.799419351150189	0.560223404634808	0.285413462880066	0.33998908395355	0.696098849709753	-0.809925682018623	0.312074803349168	0.80300170877128	-1.42692213789159	-0.415649000179745	-0.150537971052956	-0.0048811312888484
ENSG00000207930	MIR603	-0.00597163551631664	-0.00597163551631664	-0.00597163551631664	-0.00597163551631664	-0.0017937306191059	-0.00597163551631664	0.0254732317316057	-0.00597163551631664	-0.00597163551631664	-0.00597163551631664	-0.00548029627955286	-0.00597163551631664	-0.00597163551631664	-0.00597163551631664	-0.00597163551631664	-0.00597163551631664	-0.00597163551631664	-0.00597163551631664	-0.00597163551631664	0.0650038856031178	-0.00597163551631664	-0.00597163551631664	-0.00597163551631664	-0.00597163551631664	0.039005256199933	-0.00597163551631664	0.0102076070545819	-0.000587394135004167	0.027504576941651
ENSG00000212527	RNA5SP63	-0.00212844785595714	-0.00212844785595714	-0.00212844785595714	-0.00212844785595714	-0.00212844785595714	-0.00212844785595714	-0.00212844785595714	-0.00212844785595714	-0.00212844785595714	-0.00212844785595714	-0.00212844785595714	-0.00212844785595714	-0.00212844785595714	-0.00212844785595714	-0.00212844785595714	-0.00212844785595714	-0.00212844785595714	-0.00212844785595714	-0.00212844785595714	0.0343015516282517	-0.00212844785595714	-0.00212844785595714	-0.00212844785595714	-0.00212844785595714	-0.00212844785595714	-0.00212844785595714	0.0311482199424304	-0.00212844785595714	-0.00212844785595714
ENSG00000213070	HMGB3P6	2.6375671906057	1.89410334249445	1.19939913905778	1.18932132710485	1.10502729215486	1.18761383969896	0.960926383922915	1.10634283007952	0.684324374824075	-0.0600681602029572	-0.742285296597444	-0.0735729054243283	-0.22266413072562	-0.515345920390988	-1.06654783123978	-0.897202103763778	-0.961846255013111	-0.888168148856438	-0.998960826709116	-1.15449826345763	-0.916337924795258	-1.03474800635588	-1.29172739077956	-1.22164426106028	-0.924731016003633	-1.23803421069269	-1.4477762943966	-1.43677791511556	-0.817335759848105
ENSG00000213763	ACTBP2	0.170959630426527	0.170959630426527	0.164372793138819	0.170959630426527	0.170959630426527	0.127512446317701	-0.242677628320989	0.137209156496247	0.170959630426527	-0.520232693502479	0.170959630426527	-0.0482693303808744	-0.0269987277736185	0.143759642465119	-1.36870167902543	-0.405121403083828	-0.347217767043703	-0.104409744420999	0.159354450206462	0.170959630426527	0.157000036506745	-0.763867415255097	0.170959630426527	0.129067988411562	0.110961049139336	0.170959630426527	0.170959630426527	0.165556732306488	-0.694577663395381
ENSG00000214890	CTD-2299I21.1	0.569371020517997	0.482457775481461	0.0735749110215024	-0.0609042455048813	-0.0641597806680028	-0.165506627621327	-0.438131951746175	-0.0115096855247599	-0.197429054365506	0.430472942211532	0.0951253398696162	0.176548528329277	-0.248820075327098	0.205492038873027	-0.578247944419537	-0.00660556552127115	-0.347225985063822	0.132474619535799	0.0938313483295967	-0.0712332469686646	0.294146855626889	-0.13757902660558	-0.0619962474214592	0.13400425224206	0.263960293547476	-0.24822736148386	-0.188338678392	-0.169221306248779	-0.134248682935905
