ensg	symbol	8_pcw	9_pcw	12_pcw	13_pcw	16_pcw	17_pcw	19_pcw	21_pcw	24_pcw	26_pcw	37_pcw	4_mos	10_mos	1_yrs	2_yrs	3_yrs	4_yrs	8_yrs	11_yrs	13_yrs	15_yrs	18_yrs	19_yrs	21_yrs	23_yrs	30_yrs	36_yrs	37_yrs	40_yrs
ENSG00000143179	UCK2	3.57981517820179	3.67697179799308	3.40624360501496	3.44772166426464	3.51485711061415	3.49628419399795	3.24762223562061	3.48907356562814	3.38368644105563	2.64445472519469	2.56330529315733	2.87057550275253	2.39049035696838	2.90158089727512	1.84989299467349	2.43405516420081	2.13862524619004	2.33075326407015	2.62771265673783	2.62105354063622	2.67459952168896	1.88512874298261	2.83426505013204	2.45180545308668	2.5839474432573	2.71619848719799	2.63783924139421	2.66429553733062	2.12678822575512
ENSG00000143183	TMCO1	4.74924675780483	4.19905154630959	4.60243321385647	4.2148811093699	4.04304996517737	3.95186162986236	3.95425814709905	3.97542063706279	4.3753615126918	4.54580231105666	4.44201719734267	4.42804941639443	4.36181377205123	3.9163857424093	3.93462949070152	4.33097946754248	4.70040516391142	4.70368413200944	4.27061591672938	3.71394232552952	3.97583862460613	4.0060771786806	3.68599441166221	4.15030762508624	3.97922220832549	3.26395148698908	3.63630686074496	3.73357572465371	4.03143520393007
ENSG00000143194	MAEL	0.286200222929868	0.27708554032762	0.289310164654818	0.162158601929451	0.298436498268306	0.524714987953786	0.479245000956248	0.569100613625857	0.724916279800609	0.2119826476769	0.561453756685166	1.06070892895626	1.85148894024817	1.10031766288167	0.15317669641002	0.44383371107027	1.46011981538131	1.24209423900965	1.76888466135555	0.649250451716912	0.885736067406936	0.592942121314904	1.40822571967706	1.15693327227657	0.751863030789707	1.09768282621633	1.25207312317603	1.48800441822388	1.00028084876699
ENSG00000143195	ILDR2	2.22813386228377	2.51158803478863	0.999638814743468	0.921872987140352	1.25930168537593	1.1885234824299	0.573265997289781	1.4162273672209	1.08334839723275	1.48982064491645	0.930123831736803	1.78070326128177	1.31603271592472	2.75685203569302	0.573230408227371	1.30385390742261	0.574342440901561	1.56042081232841	1.49433817901889	1.67985009272332	1.94087283248143	0.971906951746416	1.75895532950054	2.16984748573819	1.71683345164228	1.47811630493429	1.9636736058054	1.73683309594398	0.946818942890434
ENSG00000143198	MGST3	3.36206522067427	3.07810565355025	3.64573526109854	3.74695593872934	3.78724147489631	3.81595120655214	3.92828835897765	3.72374655678419	4.31893653634191	3.74733255981385	4.51308344948187	4.61913340126992	4.58270222944058	4.28305606240753	3.50633768143823	4.05476790902709	5.48062460285832	4.72913100209753	4.87360553543467	4.41745103633255	4.34136330144662	4.11008495048853	4.64773650899518	4.06970228868187	4.11260191947308	5.00084250577868	4.3968322894175	4.36111354766895	4.84726743589006
ENSG00000143228	NUF2	3.89054280449834	3.13653792962184	0.960231260429861	1.18169967840376	0.973282149347173	1.07079669352597	0.8033163544494	0.601735594294823	0.895937667556258	1.112309923561	0.370220370345766	0.35563164055508	0.175393011923684	0.140975207127635	0.142246107492107	0.154518004939697	0.154145659108992	0.223833009244001	0.100134767324312	0.120018449499929	0.205365952988007	0.223066846618533	0.0960995559996065	0.104094145244323	0.16929430243091	0.0991931735401607	0.138897260342111	0.178285744237742	0.172165822526198
ENSG00000143248	RGS5	2.54433466809144	2.42665279469189	1.97576559931494	1.60714057212066	1.89417277585568	1.47213702850229	0.98651176557077	1.8380811064377	2.6466912773719	4.52503283744489	2.43582066068895	4.99612723981296	4.61335984134354	4.90934676751025	4.66767860881653	5.32685909842847	3.92772211620585	5.02599682874795	5.44398540589286	5.22113996891998	5.15049173950836	5.50756391749151	4.38760390800368	5.4912499535633	5.35973962591568	4.30892648087191	4.73064612299353	4.97786321556807	5.2940708546832
ENSG00000145703	IQGAP2	2.47622733555624	3.28373115695065	0.893276888072818	1.18692268232667	1.38962279504385	1.34365004279254	0.880835391239127	1.25428471982901	1.42461123812856	1.37527519309353	1.59677650079266	0.740914060823866	0.475191016418535	0.581826862635643	0.18611658038358	0.267183437601217	0.184012626699443	0.209266660887925	0.163419582173754	0.184887112557736	0.308957191800223	0.179235124093166	0.206402270569462	0.193608985478403	0.202996432769291	0.132713095206404	0.186898074301343	0.242360085261416	0.12526354386979
ENSG00000145708	CRHBP	0.147997901564732	0.160945875968521	0.301411737434433	0.366808689498845	0.724842945551683	0.923159739125333	0.899057753401784	1.27695308675415	1.32199210152024	0.750722788008123	1.80216229647856	2.9210739678611	2.76577100620852	2.94270660435691	0.217322819570278	0.780388725629492	2.58845058342244	2.93783956608686	2.75353554673261	2.23789056464623	2.69385324362774	1.45477888418945	2.84050335520391	2.55209778191769	1.92085405540548	2.94445019097028	2.24157404678507	2.51841252673447	2.11981682148649
ENSG00000148444	COMMD3	3.88478240838955	3.63558352437005	4.29759643762009	4.16050572013118	3.83645158674924	4.16715227640776	4.48859979112624	3.91126473813078	4.04146526266311	3.32079426464644	3.59650916258133	3.35306914854203	3.24895942911398	2.86140853658551	2.55503373385818	2.88644663102323	4.73371247948897	3.96085717875401	3.20591965476504	2.77345644881338	3.3545694250785	2.90689950026007	2.96118103165634	2.84450451844331	2.95724420477923	2.92159058628355	2.87245275262149	3.09272798592555	3.86161832552868
ENSG00000148450	MSRB2	3.7124463578224	3.4704466910946	3.18221919759288	3.27155629212555	3.10285813597325	3.36079954294076	3.74603601713074	3.35835916925701	3.24610666233175	3.90990011764903	3.92540337053904	3.96448806660052	3.75333915472081	3.46475676823343	4.31976602748561	4.65437991325184	5.16015975644904	4.03214439976453	3.96812269276469	3.96443334434195	3.71216720003601	4.51068493567275	3.93510767473442	3.5991774755619	4.09398661673389	4.13357304630625	3.97437723389161	3.83515455387316	4.47190032300024
ENSG00000151023	ENKUR	1.98366528135667	1.73187468324228	0.7677872878551	0.845867114678502	0.872210320829826	1.23036439879641	1.14835600826679	1.3752265301545	1.23338919390953	2.30331392351017	2.13104158360276	2.23790663507349	1.76270466321113	1.44899949871526	1.91716466264901	2.22867555401845	2.26188813450907	1.94147250279204	1.46163624510616	1.65185012176038	1.4034330267997	1.49762746813389	1.13824078563294	1.35409114099247	1.94704621589567	0.879799702991321	1.22113423598606	1.41030144078139	1.56360243814953
ENSG00000162763	LRRC52	0.0311883234187257	0.0205949191250804	0.01935093705326	0.0310883750576963	0.0240228339557847	0.0113033567414275	0.026069638136958	0.00275399518752115	0.00925982875742141	0.0143408233482565	0.0025374565086085	0.0185614038006997	0.00412724246873857	0.019290227727688	0.0861103998329505	0.0707989833962964	0.0219523488510575	0.0479106576299293	0.0141168898918318	0.0185246751761311	0	0.0534829732832926	0.0118525454805394	0.00327790629152361	0.0267056116548081	0.0037552967468585	0.018285798684935	0.00795840810680062	0.0030418326481221
ENSG00000164252	AGGF1	3.48561110536993	2.99597178478586	3.3050626337476	3.01414113587536	3.0040552067886	3.15820637868019	2.69597496567244	3.35229280342147	3.14283301817954	2.97497174490914	2.6754424631092	3.08215905182295	3.24517921340091	3.39932828431447	1.81455126816586	2.525850082583	2.95608792651427	2.89395456315987	3.30050271318799	2.85650311371528	3.76010104524298	2.66465094504964	3.01990975445026	3.57609879110894	3.09126489115124	2.74484530244921	3.0680377151699	3.26479809729089	3.46394817791954
ENSG00000164253	WDR41	2.83931101867717	2.95817342496424	3.0931320590865	2.95961840999782	2.74614555715336	2.49236288155435	2.63091684048876	2.71087806387057	2.97197390071525	2.4752807972839	2.79010105431907	3.05507801450522	2.68973977147742	3.4247813238661	1.68637812816876	2.41062450232859	2.88832472278479	2.82901296525872	3.17653318899928	2.7379184068604	3.27815411360873	2.22327826841732	2.97437901838569	3.01297036125724	2.65289675709932	2.7666077109546	2.86597018774335	2.97295397674085	2.88333697472068
ENSG00000165309	ARMC3	0.224403016221819	0.194399836743008	0.094626474848119	0.0937393345817869	0.195857409603365	0.433998107179056	0.46775163507543	0.44927100860897	0.283637212233634	0.218747782509803	0.371362572364303	0.312093409194499	0.168205610948656	0.431104863421184	0.171916487028535	0.109245516711597	0.212654073577958	0.313988326463971	0.327732172006574	0.352645155791818	0.36306312076599	0.167628803235937	0.338807072320407	0.188780955220476	0.410543945003729	0.188319967555623	0.336702287338987	0.298614453517341	0.293768893787236
ENSG00000165312	OTUD1	2.52132683501583	3.19799593329819	2.76958058814091	2.60831133279859	2.43091193187618	2.51242609327224	2.29896967746164	2.43737510323886	2.62851930588004	2.02810001998743	2.53161530550137	2.21532467736367	2.33810379942976	2.32825843523929	1.37768703499755	1.91380366461661	2.29677035680524	2.57067459740107	2.95016451163737	2.17892346372289	2.540105671504	1.79856407986657	2.11699683723547	2.6920789868858	2.03915393013779	1.98836844372154	2.13478453773396	2.30295934376316	2.21347922158326
ENSG00000168267	PTF1A	0.200735380864775	0.187259344513817	0.129423482433957	0.157312226446008	0.0600924435632946	0.199598898449466	0.0641571163813024	0.346528147090938	0.16071678712463	0.123280355848259	0.18293928089696	0.160322584774557	0.155855966676274	0.1107006294526	0.0959864593980735	0.0884607693500319	0.222154653842605	0.122280152853767	0.0609126329013457	0.157128406902812	0.103133708489864	0.204364137655204	0.0996803937703487	0.115672574091944	0.124052247532729	0.171024118808522	0.11987382120699	0.119880202357788	0.429826837746933
ENSG00000168283	BMI1	4.74234648949626	4.37879011710121	4.98911169084766	4.5675481976032	4.29777415943705	4.42495530696088	3.82598818949705	4.28802638885347	4.45202230754485	3.81368105231298	3.47766018936041	3.73828850992092	3.96596520747185	3.735850317321	2.51764904988301	3.49152544131809	4.04935089163239	4.0898395185045	4.23700749181929	3.4524806165705	4.37682236895836	3.37634103843454	3.67957880379078	4.37593209672333	3.857447701946	3.32561950383847	3.61106008276151	3.860380940532	4.24006907880658
ENSG00000171722	C1orf111	0.0318408300432064	0.293667347077222	0.0798161828225991	0.0772828190150632	0.245639353817912	0.499716799219999	0.240011376472554	0.216865424700932	0.0429447076660491	0.162358939026767	0.145850427604463	0.0619696446011139	0.395588088359816	0.0555943230336226	0.106021082870846	0.126597283505685	0.00111670665681658	0.103932008011921	0.068964978650904	0.138349535673578	0.125113508385846	0.0447780705046449	0.101263910824038	0.0985392205119216	0.155595733890425	0.075509684919543	0.240510106582158	0.245839988043524	0.0436768665301261
ENSG00000179133	C10orf67	0.108524192537334	0.0989021109446812	0.0640206929732559	0.0564232679908738	0.0855866329086574	0.121748329643498	0.133421744980578	0.128049279045778	0.107866459422435	0.163291648416326	0.163234683014707	0.146310257449996	0.0803753287526058	0.164680324881218	0.0904485995739572	0.112733594692593	0.152019707734751	0.173983205274869	0.191349929118832	0.171686602483193	0.191563516001771	0.147845439499629	0.142141839164804	0.0946244528084102	0.173434435684414	0.174883195119007	0.201948292881452	0.165741196128065	0.238806842346166
ENSG00000181104	F2R	4.72463133099195	5.05561644695967	4.43998872388751	4.30542030795504	3.90672445585163	3.31931858762262	2.6340188951426	3.17833011585471	3.70318750101204	1.96256939166502	3.39294861050789	1.99464169796399	0.713127867410687	1.06334171024291	0.438470753320388	0.777119835571319	0.508033769021984	0.7272416889589	0.618224048938823	0.766183199232642	0.808032338908629	0.465006804699688	0.732008488868651	0.85034002492933	0.795956811525061	0.373582659042637	0.518813470793406	0.733528364973417	0.458831841944172
ENSG00000185630	PBX1	3.99514602743699	4.11610070520538	5.02238201352223	4.98506463425629	4.64883733273748	4.14883407325028	3.5196802085184	4.24111617408551	4.34394712681773	2.76737746375183	3.08538890076896	2.79566261512905	3.34619226896859	3.13596909350923	1.16491855191672	2.0330283190408	1.83389963950771	2.87393757538952	3.06896257136862	2.53437090199763	3.17964819468023	1.86671358298303	2.77265892754207	3.32644413874087	2.60994611336449	2.40818640915892	2.54947858316651	2.70066705231482	2.37538195252841
ENSG00000185875	THNSL1	2.66041564103748	2.23158292755969	2.98621522375831	2.71260402453232	2.55486478416202	2.46763274191883	2.24527199144438	2.47840101836278	2.55877247352774	2.1201111551149	1.80190805479399	2.21540979552941	2.04333830875755	2.19541857975274	1.19488940120153	1.8252458121293	2.23881945707479	2.1093304468952	2.70588557795455	2.14123805662271	2.53713322788914	1.69054546326994	2.10383923255559	2.61180415887092	2.23650694875334	1.81674645834108	2.04043979778908	2.37099830159483	2.35286496814449
ENSG00000188859	FAM78B	1.71001892022654	1.78178027910625	1.87717466491292	1.87011141247769	2.44932444794986	2.81702298582435	2.51435338286478	2.98260477518782	2.60120648269488	1.18250360036448	1.48252729580914	1.88925120340302	1.71013709573443	2.41930684852388	0.463464010234754	1.10922258779441	1.57077398918844	2.10441300794257	1.91993671562837	2.00572760283392	2.50687310230249	1.09901185302719	2.43724523407062	2.02571562540926	1.64977205014927	2.34642113356287	2.221662488246	2.42606106261097	1.98892436671389
ENSG00000198842	DUSP27	0.194460453561329	0.0900787014770339	0.112190850278912	0.104007993462782	0.150228324624666	0.100066419522101	0.171256651709845	0.128108722787618	0.0683035522824542	0.234961758629071	0.0725878291514551	0.308596423471715	0.417818281831449	0.626764203411024	0.108448500421923	0.36008660641385	0.242231769322077	0.364457765745647	0.506715072162726	0.554246984964535	0.540282136304733	0.26983797042995	0.665533123406719	0.46906026753426	0.471589403236072	0.745261093566563	0.405617261093817	0.468989379689622	0.280855624333727
ENSG00000199849	RNU5F-6P	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0267856343854012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200036	RNA5SP65	0	0	0	0	0	0	0	0.00102415569873915	0.0133361494203164	0	0	0	0	0	0	0.0251440763110096	0	0	0	0	0	0	0	0	0	0	0	0.0214287983572505	0
ENSG00000200327	RNA5SP62	0	0	0	0	0	0	0	0	0	0	0	0	0	0.050136451161667	0	0	0	0.0183787823068082	0.0190071770823607	0	0	0	0	0	0	0	0	0	0
ENSG00000200331	RNU6-183P	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0289715647979136	0	0	0	0.102148105760465	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201987	Y_RNA	0	0	0.0169175855747829	0.00798317485860829	0.0380725853343595	0.0127196176331611	0.0493715866588311	0	0	0.306574069251514	0	0	0	0	0	0.0367889493200832	0	0	0	0	0	0	0	0	0	0	0	0.0230506753324194	0
ENSG00000204566	C10orf115	0.112464995337338	0.143680219688871	0.0456100062666498	0.0388100033457536	0.0754895850297558	0.0705649349149544	0.113369303862377	0.133017841590771	0.0565877596633179	0.0804299471435491	0.185951633260112	0.104136542400512	0.0946990161463402	0.144409375675696	0.0680005425424122	0.09234171021069	0.117998717108314	0.082634567357271	0.108068765306128	0.0797185262297267	0.0225325544603106	0.0713394662560319	0.0819842524202617	0.150595798246981	0.0674196493044762	0.0731957675764854	0.163165490941265	0.137571815725302	0.24449494809719
ENSG00000206714	Y_RNA	0	0	0	0.0066508918011534	0	0	0	0	0	0	0	0	0.00495945256548306	0.00206034347242427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206990	Y_RNA	4.78620234601869	4.342232092016	3.90193336370706	3.77329257485487	4.02617782186315	4.23564277617209	4.12601073778298	4.27360076871534	4.84815395001299	5.29532003290185	5.02383707528491	5.01212413359663	4.54846776166948	3.99466087716207	5.32208182909828	5.30320912717086	5.34145550938577	5.28200664954332	5.04281070302794	4.7680007612732	4.82257638234669	5.17868614810289	3.67266161637451	4.7946621017423	5.28558900716442	3.05566516050154	4.06693829821339	4.33204932734018	4.47770616710429
ENSG00000207930	MIR603	0	0	0	0	0.00417790489721074	0	0.0314448672479223	0	0	0	0.000491339236763783	0	0	0	0	0	0	0	0	0.0709755211194344	0	0	0	0	0.0449768917162496	0	0.0161792425708985	0.00538424138131248	0.0334762124579676
ENSG00000212527	RNA5SP63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0364299994842089	0	0	0	0	0	0	0.0332766677983875	0	0
ENSG00000213070	HMGB3P6	5.08402282238597	4.34055897427473	3.64585477083806	3.63577695888512	3.55148292393514	3.63406947147923	3.40738201570319	3.55279846185979	3.13078000660435	2.38638747157731	1.70417033518283	2.37288272635594	2.22379150105465	1.93110971138928	1.37990780054049	1.54925352801649	1.48460937676716	1.55828748292383	1.44749480507115	1.29195736832264	1.53011770698501	1.41170762542439	1.15472824100072	1.22481137071999	1.52172461577664	1.20842142108758	0.998679337383668	1.00967771666471	1.62911987193217
ENSG00000213763	ACTBP2	5.6724253419715	5.6724253419715	5.66583850468379	5.6724253419715	5.6724253419715	5.62897815786267	5.25878808322398	5.63867486804121	5.6724253419715	4.98123301804249	5.6724253419715	5.45319638116409	5.47446698377135	5.64522535401009	4.13276403251954	5.09634430846114	5.15424794450127	5.39705596712397	5.66082016175143	5.6724253419715	5.65846574805171	4.73759829628987	5.6724253419715	5.63053369995653	5.6124267606843	5.6724253419715	5.6724253419715	5.66702244385146	4.80688804814959
ENSG00000214890	CTD-2299I21.1	1.44240853395225	1.35549528891572	0.946612424455759	0.812133267929375	0.808877732766254	0.707530885812929	0.434905561688082	0.861527827909497	0.675608459068751	1.30351045564579	0.968162853303873	1.04958604176353	0.624217438107158	1.07852955230728	0.29478956901472	0.866431947912986	0.525811528370435	1.00551213297006	0.966868861763853	0.801804266465592	1.16718436906115	0.735458486828676	0.811041266012797	1.00704176567632	1.13699780698173	0.624810151950396	0.684698835042256	0.703816207185478	0.738788830498352
ENSG00000215834	FMO9P	0.00640227622691394	0	0.000466080652355365	0.00230589717565648	0.0012839499632535	0.00250738102950284	0.00202220220529487	0	0.0041592889528215	0	0	0.00534937470040989	0.00454272651535662	0.0101314289109221	0	0.00309944718306116	0.00849756783484576	0.00318274612984659	0.00392330371145335	0.00232962324268153	0	0	0	0.00127920960623791	0	0	0.00348210281068468	0.00569019175245422	0
ENSG00000215835	RP11-9L18.2	5.66969934922527	5.49065196929302	5.20633724605705	5.56534685417	5.27941439322277	5.43711156965655	5.21027722122494	5.47906320623469	5.12282455091916	4.91181275777848	4.3299377347497	4.58623100531363	4.52258394086394	4.43716014001947	3.3329465819	4.39307570844076	3.49365920777234	3.95213039068832	3.95726428051151	4.4260366618613	4.43389933379773	4.2726810837103	4.5652243045935	3.96899916620485	4.59683060888314	4.61600928049957	4.30457747350966	4.2565284822822	4.05702373696517
ENSG00000215838	RP11-466F5.6	0.0615161952645822	0.0827340566747811	0.0256740497421567	0.0345455503306522	0.0377178733785761	0.0653093826907845	0.0491748730420947	0.0469956089335371	0.0603753614188038	0.0645364855210812	0.0846692084483545	0.0433988547798586	0.0495532516820598	0.075883610139154	0.0773464956202615	0.0765809882795899	0.052933982008948	0.0538743663502216	0.0335570860715824	0.0620560457440422	0.116234622182751	0.114031827230961	0.105887824495789	0.0854836039713647	0.138064750731913	0.0852516889054294	0.109782576617764	0.107869880379316	0.0414352698250544
ENSG00000215952	MIR921	0	0	0	0	0.0243818190662129	0.0830127358542212	0.167368971393183	0	0	0.296434066717382	0	0.0106249688599011	0.0212209476180571	0.0161376067489348	0.13380022702861	0.0465385169058239	0	0	0.00364307960225244	0.069738465308188	0	0.00568143178975418	0.0059121353220448	0	0.048853615406943	0	0.0558151749885305	0	0
ENSG00000222085	AC024568.1	0	0	0.00814107810608575	0	0	0	0	0	0	0	0	0.00276516019179672	0	0	0	0	0	0	0.052754247749448	0	0.0415600832541244	0	0	0	0.00990090435224727	0	0.0128372666715416	0	0
ENSG00000222316	AC008581.1	0.0259982314036987	0.0782868812884573	0.00323290039904376	0	0.0287175321611708	0.000856380993487544	0.0132829972040383	0.0194032380505054	0.0404634317185169	0.0484935059856564	0	0	0	0	0.028941428413124	0	0	0	0.030356950755145	0.0483965990039322	0.0725004862862509	0.0532689183637006	0.0354534576187442	0	0.0177123188631091	0	0.0073942432291959	0.0394577751535111	0.0129509903896801
ENSG00000223928	RP11-183E9.2	1.28263261456307	1.20040768179031	0.976429955229117	0.98908307267876	0.865891410097285	0.847188848812028	0.68552425970536	0.792262297920248	1.10753956436351	0.623212242664662	0.535564752736793	0.661648328410316	0.688337528975146	0.640182841986375	0.125506696531767	0.425884976899222	0.679743136849462	0.675616165514966	0.536433155824257	0.614806767399921	0.678724630178352	0.424625823837896	0.533202886851247	0.498163159854784	0.479187064173813	0.400897905423137	0.490062734489639	0.505227802342597	0.487513819215504
ENSG00000224215	RP11-371A19.2	0.158154206967387	0.176593557904551	0.0974576021211499	0.0793748567449729	0.154254799017757	0.218052907008425	0.108929183551154	0.205513658969146	0.195782391108002	0.15230484460597	0.275645293909599	0.210187463835579	0.0615247835083923	0.213201951569645	0.100959287982041	0.10441946967808	0.302749381975105	0.260613813588866	0.295296665043726	0.171136181149767	0.252289029272063	0.250190426873682	0.203593567249819	0.192801463351991	0.310456966077049	0.388337120882971	0.152369906620087	0.172492352004927	0.213497841988791
ENSG00000224702	RP11-38C18.2	0.129109997451451	0.156327884564781	0.019646388931627	0.0440499576745626	0.0721159003270993	0.0679553632614522	0.0382199207438753	0.109250974241606	0.0143071914854461	0.0297183544001108	0.00272775454645928	0.0187613172324402	0	0.0247711895349798	0	0.00461190879308358	0.0110733907501401	0.0238449529289627	0.0130594365289952	0.00340424217167242	0	0	0.00165172286353677	0.00469982258071961	0.00229352205959695	0.00592665885737236	0.0150949548662159	0.00738477283644281	0
ENSG00000225122	RP11-408E1.1	0	0.00713204344666864	0	0.00399826353853844	0.00197287490258961	0	0.00355114285865669	0	0	0	0	0	0.0236350987625772	0.011200011529554	0	0	0	0.0152014062350722	0	0	0.0249542927958343	0	0	0	0	0	0	0	0
ENSG00000225171	DUTP6	0.204150556670397	0.883889641234109	0.483765083495648	0.542738506387858	0.577976127579568	1.24001336544949	0.920582090711234	0.682936527714364	0.555815280186017	0.727574242788144	0.65737632907394	0.472784508490583	0.0851132273544996	0.0919990642796946	0.519243077188119	0.502032752103723	0.284159795302214	0.220339514476906	0.315110221672747	0.295345758940818	0.299335791850655	0.570315785339395	0.230027662909747	0.100745022498915	0.391320843254826	0.414423459609187	0.285709796063133	0.655643573556435	0.269804393470856
ENSG00000225272	RP11-466F5.4	0	0.098730039372655	0.00518672077613138	0.00943168027494447	0.104184228430208	0.0675677127549811	0.0580409453118654	0.0126637561309013	0.0135342146489357	0.0858416087374667	0.17210124547738	0.0345892400600978	0.0117926387195726	0.0183520944168361	0.023686006243128	0.0608926758219109	0	0.0363353601908547	0.039207618035127	0.142590744516409	0.0504620574189726	0.0672134284228993	0.0594214507311542	0.00915177745136091	0.0023636420925916	0	0.0524555043426997	0.103503597197588	0.00750996193666703
