# MEAN_SAMPLE_SIZE = 54889
# TOTAL_GENES = 14760
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE                      TYPE  NGENES         BETA     BETA_STD           SE            P
Inh_L1.3_VIP_CHRM2           COVAR   14760   0.00049663    0.0010154     0.011931       0.4834
Inh_L1.3_VIP_GGH             COVAR   14760   -0.0096359     -0.01924     0.011037      0.80867
Inh_L1.4_LAMP5_LCP2          COVAR   14760    -0.015009    -0.032381     0.010742      0.91881
Inh_L1.4_VIP_CHRNA6          COVAR   14760   -0.0053017    -0.011458    0.0099476      0.70297
Inh_L1.4_VIP_OPRM1           COVAR   14760   -0.0074971    -0.015357     0.011345      0.74564
Inh_L1.4_VIP_PENK            COVAR   14760   0.00060286    0.0013496    0.0093712      0.47435
Inh_L2.3_VIP_CASC6           COVAR   14760   -0.0072951    -0.016808     0.010708      0.75214
Inh_L2.4_PVALB_WFDC2         COVAR   14760    -0.016171    -0.036536       0.0114      0.92196
Inh_L2.4_SST_FRZB            COVAR   14760    -0.005497    -0.011869     0.011437      0.68461
Inh_L2.4_VIP_CBLN1           COVAR   14760    -0.005488    -0.011063     0.011201       0.6879
Inh_L2.4_VIP_SPAG17          COVAR   14760    0.0083803      0.01747     0.010636      0.21538
Inh_L2.5_PVALB_SCUBE3        COVAR   14760    -0.015328    -0.033665    0.0092883      0.95054
Inh_L2.5_VIP_SERPINF1        COVAR   14760    0.0038682    0.0079458     0.010814      0.36028
Inh_L2.5_VIP_TYR             COVAR   14760   -0.0068202    -0.014255     0.010917      0.73392
Inh_L2.6_LAMP5_CA1           COVAR   14760    -0.023412    -0.051624     0.010907      0.98408
Inh_L2.6_VIP_QPCT            COVAR   14760    -0.017509    -0.037007     0.010138      0.95791
Inh_L3.5_SST_ADGRG6          COVAR   14760  -0.00066393   -0.0013872     0.011851      0.52234
Inh_L3.6_SST_HPGD            COVAR   14760    -0.018467     -0.04169     0.011599       0.9443
Inh_L3.6_SST_NPY             COVAR   14760   -0.0070037    -0.016134    0.0085504      0.79363
Inh_L3.6_VIP_HS3ST3A1        COVAR   14760   -0.0090638    -0.019267      0.01164      0.78191
Inh_L4.5_PVALB_MEPE          COVAR   14760   -0.0051116    -0.011933     0.010363      0.68908
Inh_L4.5_SST_STK32A          COVAR   14760    0.0054016     0.010804     0.011126      0.31367
Inh_L4.6_PVALB_SULF1         COVAR   14760    -0.012764    -0.027815     0.012021      0.85583
Inh_L4.6_SST_B3GAT2          COVAR   14760   -0.0034821   -0.0072139      0.01249       0.6098
Inh_L4.6_SST_GXYLT2          COVAR   14760   -0.0059891    -0.013454     0.010792      0.71053
Inh_L5.6_GAD1_GLP1R          COVAR   14760    -0.001754   -0.0039973    0.0099313      0.57009
Inh_L5.6_PVALB_LGR5          COVAR   14760   -0.0031441   -0.0068488     0.010473      0.61799
Inh_L5.6_SST_KLHDC8A         COVAR   14760    -0.003161   -0.0071263     0.010648      0.61671
Inh_L5.6_SST_MIR548F2        COVAR   14760    -0.011945    -0.027333     0.011276      0.85527
Inh_L5.6_SST_NPM1P10         COVAR   14760    -0.015292    -0.033285     0.012174      0.89546
Inh_L5.6_SST_TH              COVAR   14760   -0.0011078    -0.002524    0.0097427      0.54526
Micro_L1.3_TYROBP            COVAR   14760    0.0077611     0.010713    0.0069547      0.13223
Oligo_L1.6_OPALIN            COVAR   14760    0.0069196     0.010862    0.0067819       0.1538
OPC_L1.6_PDGFRA              COVAR   14760    0.0053087    0.0090057    0.0078635      0.24981
