# MEAN_SAMPLE_SIZE = 54887
# TOTAL_GENES = 14222
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE                 TYPE  NGENES         BETA     BETA_STD           SE            P
SST_ADGRG6_dev          COVAR   14222    -0.048075    -0.019382     0.052585      0.81969
SST_B3GAT2              COVAR   14222    -0.032953    -0.015219     0.049596      0.74679
SST_BRINP3              COVAR   14222    -0.060047    -0.029088     0.049244      0.88864
SST_CALB1               COVAR   14222    -0.058295    -0.024043     0.055546      0.85301
SST_CALB1_dev           COVAR   14222    -0.014668   -0.0051553     0.061402       0.5944
SST_NPY                 COVAR   14222      -0.0423    -0.017111     0.029102      0.92694
SST_STK32A              COVAR   14222     0.012947    0.0055077     0.046148      0.38953
SST_TH                  COVAR   14222    -0.019991    -0.010973     0.039885      0.69189
Vas_CLDN5               COVAR   14222    0.0029775   0.00059051     0.047851      0.47519
Vas_PDGFRB              COVAR   14222      0.11067     0.019767     0.055876     0.023829
Vas_TBX18               COVAR   14222      0.10917      0.01962      0.06042     0.035407
VIP_ABI3BP              COVAR   14222    -0.003398   -0.0013495      0.05683      0.52384
VIP_ADAMTSL1            COVAR   14222    -0.020029   -0.0078896     0.060134      0.63046
VIP_CHRM2               COVAR   14222    -0.035661    -0.013995     0.055863      0.73838
VIP_CRH                 COVAR   14222     -0.05371    -0.021203     0.058664      0.82004
VIP_DPP6                COVAR   14222     -0.02288    -0.010598     0.051136      0.67271
VIP_HS3ST3A1            COVAR   14222    -0.022681   -0.0084132      0.06029      0.64661
VIP_KIRREL3             COVAR   14222       -0.045    -0.016285     0.064484      0.75736
VIP_PCDH20              COVAR   14222    -0.011993   -0.0050941     0.049848      0.59506
