GenomicLocus	region1	region2	FDR	type	DB	tissue/cell	inter/intra	SNPs	genes	ciMapFilt
1	10:23640001-23680000	10:23680001-23720000	3.303032e-08	HiC	GSE87112	GM12878	intra	rs4748867;rs11291642;rs4748868;rs4748869;rs4748870;rs6482267;rs7913858;rs7894725;rs77936528;rs6482268;rs4748872;rs4748873;rs869158;rs4075675;rs10828434;rs1039966	ENSG00000264574:ENSG00000238515	1
1	10:23440001-23480000	10:23800001-23840000	1.203524e-07	HiC	GSE87112	IMR90	intra	rs1408986;rs1408987;rs986151;rs34021380	NA	0
1	10:23440001-23480000	10:24400001-24440000	1.47345e-09	HiC	GSE87112	IMR90	intra	rs1408986;rs1408987;rs986151;rs34021380	NA	0
1	10:23440001-23480000	10:24440001-24480000	1.341973e-15	HiC	GSE87112	IMR90	intra	rs1408986;rs1408987;rs986151;rs34021380	ENSG00000223928	1
1	10:23440001-23480000	10:24480001-24520000	4.165234e-07	HiC	GSE87112	IMR90	intra	rs1408986;rs1408987;rs986151;rs34021380	NA	0
1	10:23440001-23480000	10:24520001-24560000	8.837511e-10	HiC	GSE87112	IMR90	intra	rs1408986;rs1408987;rs986151;rs34021380	NA	0
1	10:23440001-23480000	10:24560001-24600000	8.482464e-26	HiC	GSE87112	IMR90	intra	rs1408986;rs1408987;rs986151;rs34021380	ENSG00000207930	1
1	10:23440001-23480000	10:24600001-24640000	1.41304e-13	HiC	GSE87112	IMR90	intra	rs1408986;rs1408987;rs986151;rs34021380	NA	0
1	10:23440001-23480000	10:24640001-24680000	2.523036e-08	HiC	GSE87112	IMR90	intra	rs1408986;rs1408987;rs986151;rs34021380	NA	0
1	10:23440001-23480000	10:24680001-24720000	5.569954e-15	HiC	GSE87112	IMR90	intra	rs1408986;rs1408987;rs986151;rs34021380	NA	0
1	10:23440001-23480000	10:24720001-24760000	2.894222e-10	HiC	GSE87112	IMR90	intra	rs1408986;rs1408987;rs986151;rs34021380	NA	0
1	10:23440001-23480000	10:24760001-24800000	6.097339e-48	HiC	GSE87112	IMR90	intra	rs1408986;rs1408987;rs986151;rs34021380	ENSG00000269879	1
1	10:23440001-23480000	10:25400001-25440000	2.41728e-07	HiC	GSE87112	IMR90	intra	rs1408986;rs1408987;rs986151;rs34021380	ENSG00000231422	1
1	10:23440001-23480000	10:25560001-25600000	9.226177e-08	HiC	GSE87112	IMR90	intra	rs1408986;rs1408987;rs986151;rs34021380	NA	0
1	10:23480001-23520000	10:23840001-23880000	1.203524e-07	HiC	GSE87112	IMR90	intra	rs12415184;rs1886763;rs7918487;rs10764393;rs1886764;rs10718721;rs927751;rs4748846;rs1325589;rs7089550;rs10764396	NA	0
1	10:23480001-23520000	10:24440001-24480000	1.554388e-07	HiC	GSE87112	IMR90	intra	rs12415184;rs1886763;rs7918487;rs10764393;rs1886764;rs10718721;rs927751;rs4748846;rs1325589;rs7089550;rs10764396	ENSG00000223928	1
1	10:23480001-23520000	10:24480001-24520000	2.233856e-09	HiC	GSE87112	IMR90	intra	rs12415184;rs1886763;rs7918487;rs10764393;rs1886764;rs10718721;rs927751;rs4748846;rs1325589;rs7089550;rs10764396	NA	0
1	10:23480001-23520000	10:24560001-24600000	2.567283e-16	HiC	GSE87112	IMR90	intra	rs12415184;rs1886763;rs7918487;rs10764393;rs1886764;rs10718721;rs927751;rs4748846;rs1325589;rs7089550;rs10764396	ENSG00000207930	1
1	10:23480001-23520000	10:24760001-24800000	2.307478e-08	HiC	GSE87112	IMR90	intra	rs12415184;rs1886763;rs7918487;rs10764393;rs1886764;rs10718721;rs927751;rs4748846;rs1325589;rs7089550;rs10764396	ENSG00000269879	1
1	10:23480001-23520000	10:25480001-25520000	5.899535e-07	HiC	GSE87112	IMR90	intra	rs12415184;rs1886763;rs7918487;rs10764393;rs1886764;rs10718721;rs927751;rs4748846;rs1325589;rs7089550;rs10764396	NA	0
1	10:23520001-23560000	10:23840001-23880000	4.21253e-11	HiC	GSE87112	IMR90	intra	rs1555802;rs9665728;rs7068031;rs11013352;rs7904665;rs7904764;rs11336507	NA	0
1	10:23520001-23560000	10:24280001-24320000	8.278406e-10	HiC	GSE87112	IMR90	intra	rs1555802;rs9665728;rs7068031;rs11013352;rs7904665;rs7904764;rs11336507	NA	0
1	10:23520001-23560000	10:24360001-24400000	6.63201e-08	HiC	GSE87112	IMR90	intra	rs1555802;rs9665728;rs7068031;rs11013352;rs7904665;rs7904764;rs11336507	NA	0
1	10:23520001-23560000	10:24440001-24480000	5.415803e-11	HiC	GSE87112	IMR90	intra	rs1555802;rs9665728;rs7068031;rs11013352;rs7904665;rs7904764;rs11336507	ENSG00000223928	1
1	10:23520001-23560000	10:24680001-24720000	1.516816e-10	HiC	GSE87112	IMR90	intra	rs1555802;rs9665728;rs7068031;rs11013352;rs7904665;rs7904764;rs11336507	NA	0
1	10:23520001-23560000	10:25520001-25560000	3.823052e-10	HiC	GSE87112	IMR90	intra	rs1555802;rs9665728;rs7068031;rs11013352;rs7904665;rs7904764;rs11336507	NA	0
1	10:23560001-23600000	10:24400001-24440000	4.742484e-09	HiC	GSE87112	IMR90	intra	rs12413853;rs10741025;rs4748852;rs7095180;rs4747459;rs7100583	NA	0
1	10:23560001-23600000	10:24440001-24480000	1.898012e-07	HiC	GSE87112	IMR90	intra	rs12413853;rs10741025;rs4748852;rs7095180;rs4747459;rs7100583	ENSG00000223928	1
1	10:23560001-23600000	10:24480001-24520000	1.072064e-07	HiC	GSE87112	IMR90	intra	rs12413853;rs10741025;rs4748852;rs7095180;rs4747459;rs7100583	NA	0
1	10:23560001-23600000	10:24560001-24600000	1.553741e-08	HiC	GSE87112	IMR90	intra	rs12413853;rs10741025;rs4748852;rs7095180;rs4747459;rs7100583	ENSG00000207930	1
1	10:23560001-23600000	10:24720001-24760000	1.516816e-10	HiC	GSE87112	IMR90	intra	rs12413853;rs10741025;rs4748852;rs7095180;rs4747459;rs7100583	NA	0
1	10:23560001-23600000	10:24760001-24800000	6.564359e-19	HiC	GSE87112	IMR90	intra	rs12413853;rs10741025;rs4748852;rs7095180;rs4747459;rs7100583	ENSG00000269879	1
1	10:23600001-23640000	10:24720001-24760000	7.460491e-12	HiC	GSE87112	IMR90	intra	rs4326695;rs6415968;rs7893984;rs7087803;rs11013395;rs7894108;rs7898413;rs4748864;rs7092292;rs11013408;rs11013409;rs2036917;rs5783838;rs4748865;rs9299781;rs9299782;rs528776436;rs551620829	NA	0
1	10:23640001-23680000	10:23680001-23720000	1.419675e-14	HiC	GSE87112	IMR90	intra	rs4748867;rs11291642;rs4748868;rs4748869;rs4748870;rs6482267;rs7913858;rs7894725;rs77936528;rs6482268;rs4748872;rs4748873;rs869158;rs4075675;rs10828434;rs1039966	ENSG00000264574:ENSG00000238515	1
1	10:23640001-23680000	10:23720001-23760000	3.108442e-07	HiC	GSE87112	IMR90	intra	rs4748867;rs11291642;rs4748868;rs4748869;rs4748870;rs6482267;rs7913858;rs7894725;rs77936528;rs6482268;rs4748872;rs4748873;rs869158;rs4075675;rs10828434;rs1039966	ENSG00000165312	1
1	10:23640001-23680000	10:24520001-24560000	1.371368e-08	HiC	GSE87112	IMR90	intra	rs4748867;rs11291642;rs4748868;rs4748869;rs4748870;rs6482267;rs7913858;rs7894725;rs77936528;rs6482268;rs4748872;rs4748873;rs869158;rs4075675;rs10828434;rs1039966	NA	0
1	10:23640001-23680000	10:24560001-24600000	1.491671e-10	HiC	GSE87112	IMR90	intra	rs4748867;rs11291642;rs4748868;rs4748869;rs4748870;rs6482267;rs7913858;rs7894725;rs77936528;rs6482268;rs4748872;rs4748873;rs869158;rs4075675;rs10828434;rs1039966	ENSG00000207930	1
1	10:23640001-23680000	10:24680001-24720000	3.720964e-09	HiC	GSE87112	IMR90	intra	rs4748867;rs11291642;rs4748868;rs4748869;rs4748870;rs6482267;rs7913858;rs7894725;rs77936528;rs6482268;rs4748872;rs4748873;rs869158;rs4075675;rs10828434;rs1039966	NA	0
1	10:23640001-23680000	10:24720001-24760000	1.189676e-11	HiC	GSE87112	IMR90	intra	rs4748867;rs11291642;rs4748868;rs4748869;rs4748870;rs6482267;rs7913858;rs7894725;rs77936528;rs6482268;rs4748872;rs4748873;rs869158;rs4075675;rs10828434;rs1039966	NA	0
1	10:23640001-23680000	10:24760001-24800000	3.994627e-20	HiC	GSE87112	IMR90	intra	rs4748867;rs11291642;rs4748868;rs4748869;rs4748870;rs6482267;rs7913858;rs7894725;rs77936528;rs6482268;rs4748872;rs4748873;rs869158;rs4075675;rs10828434;rs1039966	ENSG00000269879	1
1	10:23640001-23680000	10:25280001-25320000	4.088277e-10	HiC	GSE87112	IMR90	intra	rs4748867;rs11291642;rs4748868;rs4748869;rs4748870;rs6482267;rs7913858;rs7894725;rs77936528;rs6482268;rs4748872;rs4748873;rs869158;rs4075675;rs10828434;rs1039966	ENSG00000151023:ENSG00000185875	1
1	10:23640001-23680000	10:25400001-25440000	1.151124e-08	HiC	GSE87112	IMR90	intra	rs4748867;rs11291642;rs4748868;rs4748869;rs4748870;rs6482267;rs7913858;rs7894725;rs77936528;rs6482268;rs4748872;rs4748873;rs869158;rs4075675;rs10828434;rs1039966	ENSG00000231422	1
1	10:23480001-23520000	10:21160001-21200000	3.135414e-11	HiC	GSE87112	IMR90	intra	rs12415184;rs1886763;rs7918487;rs10764393;rs1886764;rs10718721;rs927751;rs4748846;rs1325589;rs7089550;rs10764396	NA	0
1	10:23480001-23520000	10:21200001-21240000	3.326516e-08	HiC	GSE87112	IMR90	intra	rs12415184;rs1886763;rs7918487;rs10764393;rs1886764;rs10718721;rs927751;rs4748846;rs1325589;rs7089550;rs10764396	NA	0
1	10:23440001-23480000	10:21320001-21360000	1.358787e-13	HiC	GSE87112	IMR90	intra	rs1408986;rs1408987;rs986151;rs34021380	NA	0
1	10:23480001-23520000	10:21320001-21360000	1.188675e-10	HiC	GSE87112	IMR90	intra	rs12415184;rs1886763;rs7918487;rs10764393;rs1886764;rs10718721;rs927751;rs4748846;rs1325589;rs7089550;rs10764396	NA	0
1	10:23520001-23560000	10:21320001-21360000	6.080724e-07	HiC	GSE87112	IMR90	intra	rs1555802;rs9665728;rs7068031;rs11013352;rs7904665;rs7904764;rs11336507	NA	0
1	10:23480001-23520000	10:21360001-21400000	3.012482e-07	HiC	GSE87112	IMR90	intra	rs12415184;rs1886763;rs7918487;rs10764393;rs1886764;rs10718721;rs927751;rs4748846;rs1325589;rs7089550;rs10764396	ENSG00000228219	1
1	10:23440001-23480000	10:22240001-22280000	4.801532e-07	HiC	GSE87112	IMR90	intra	rs1408986;rs1408987;rs986151;rs34021380	NA	0
1	10:23440001-23480000	10:22600001-22640000	2.894239e-10	HiC	GSE87112	IMR90	intra	rs1408986;rs1408987;rs986151;rs34021380	ENSG00000148444:ENSG00000269897:ENSG00000168283:ENSG00000272516:ENSG00000271981:ENSG00000272366:ENSG00000077327	1
1	10:23440001-23480000	10:23800001-23840000	6.751367e-10	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs1408986;rs1408987;rs986151;rs34021380	NA	0
1	10:23440001-23480000	10:23840001-23880000	8.865927e-07	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs1408986;rs1408987;rs986151;rs34021380	NA	0
1	10:23440001-23480000	10:24400001-24440000	8.019952e-09	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs1408986;rs1408987;rs986151;rs34021380	NA	0
1	10:23440001-23480000	10:24440001-24480000	1.861094e-16	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs1408986;rs1408987;rs986151;rs34021380	ENSG00000223928	1
1	10:23440001-23480000	10:24480001-24520000	6.315256e-22	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs1408986;rs1408987;rs986151;rs34021380	NA	0
1	10:23440001-23480000	10:24520001-24560000	1.512843e-11	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs1408986;rs1408987;rs986151;rs34021380	NA	0
1	10:23440001-23480000	10:24560001-24600000	7.359483e-16	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs1408986;rs1408987;rs986151;rs34021380	ENSG00000207930	1
1	10:23440001-23480000	10:24600001-24640000	1.319849e-19	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs1408986;rs1408987;rs986151;rs34021380	NA	0
1	10:23440001-23480000	10:24640001-24680000	6.143704e-13	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs1408986;rs1408987;rs986151;rs34021380	NA	0
1	10:23440001-23480000	10:24680001-24720000	4.082692e-28	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs1408986;rs1408987;rs986151;rs34021380	NA	0
1	10:23440001-23480000	10:24720001-24760000	5.181169e-19	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs1408986;rs1408987;rs986151;rs34021380	NA	0
1	10:23440001-23480000	10:24760001-24800000	5.690477e-67	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs1408986;rs1408987;rs986151;rs34021380	ENSG00000269879	1
1	10:23440001-23480000	10:24840001-24880000	3.675016e-11	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs1408986;rs1408987;rs986151;rs34021380	NA	0
1	10:23440001-23480000	10:25320001-25360000	1.49684e-11	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs1408986;rs1408987;rs986151;rs34021380	NA	0
1	10:23440001-23480000	10:25400001-25440000	4.028133e-07	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs1408986;rs1408987;rs986151;rs34021380	ENSG00000231422	1
1	10:23440001-23480000	10:25520001-25560000	1.195269e-08	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs1408986;rs1408987;rs986151;rs34021380	NA	0
1	10:23480001-23520000	10:23840001-23880000	8.301523e-08	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs12415184;rs1886763;rs7918487;rs10764393;rs1886764;rs10718721;rs927751;rs4748846;rs1325589;rs7089550;rs10764396	NA	0
1	10:23480001-23520000	10:24400001-24440000	1.814947e-08	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs12415184;rs1886763;rs7918487;rs10764393;rs1886764;rs10718721;rs927751;rs4748846;rs1325589;rs7089550;rs10764396	NA	0
1	10:23480001-23520000	10:24440001-24480000	1.362697e-12	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs12415184;rs1886763;rs7918487;rs10764393;rs1886764;rs10718721;rs927751;rs4748846;rs1325589;rs7089550;rs10764396	ENSG00000223928	1
1	10:23480001-23520000	10:24480001-24520000	1.445982e-09	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs12415184;rs1886763;rs7918487;rs10764393;rs1886764;rs10718721;rs927751;rs4748846;rs1325589;rs7089550;rs10764396	NA	0
1	10:23480001-23520000	10:24520001-24560000	9.355273e-11	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs12415184;rs1886763;rs7918487;rs10764393;rs1886764;rs10718721;rs927751;rs4748846;rs1325589;rs7089550;rs10764396	NA	0
1	10:23480001-23520000	10:24560001-24600000	8.872297e-10	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs12415184;rs1886763;rs7918487;rs10764393;rs1886764;rs10718721;rs927751;rs4748846;rs1325589;rs7089550;rs10764396	ENSG00000207930	1
1	10:23480001-23520000	10:24640001-24680000	5.855727e-07	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs12415184;rs1886763;rs7918487;rs10764393;rs1886764;rs10718721;rs927751;rs4748846;rs1325589;rs7089550;rs10764396	NA	0
1	10:23480001-23520000	10:24680001-24720000	5.997364e-12	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs12415184;rs1886763;rs7918487;rs10764393;rs1886764;rs10718721;rs927751;rs4748846;rs1325589;rs7089550;rs10764396	NA	0
1	10:23480001-23520000	10:24720001-24760000	6.870066e-09	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs12415184;rs1886763;rs7918487;rs10764393;rs1886764;rs10718721;rs927751;rs4748846;rs1325589;rs7089550;rs10764396	NA	0
1	10:23480001-23520000	10:24760001-24800000	1.764595e-36	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs12415184;rs1886763;rs7918487;rs10764393;rs1886764;rs10718721;rs927751;rs4748846;rs1325589;rs7089550;rs10764396	ENSG00000269879	1
1	10:23480001-23520000	10:25400001-25440000	1.851769e-08	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs12415184;rs1886763;rs7918487;rs10764393;rs1886764;rs10718721;rs927751;rs4748846;rs1325589;rs7089550;rs10764396	ENSG00000231422	1
1	10:23520001-23560000	10:23840001-23880000	4.120892e-10	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs1555802;rs9665728;rs7068031;rs11013352;rs7904665;rs7904764;rs11336507	NA	0
1	10:23520001-23560000	10:24400001-24440000	6.821176e-13	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs1555802;rs9665728;rs7068031;rs11013352;rs7904665;rs7904764;rs11336507	NA	0
1	10:23520001-23560000	10:24440001-24480000	4.265473e-08	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs1555802;rs9665728;rs7068031;rs11013352;rs7904665;rs7904764;rs11336507	ENSG00000223928	1
1	10:23520001-23560000	10:24520001-24560000	1.865545e-15	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs1555802;rs9665728;rs7068031;rs11013352;rs7904665;rs7904764;rs11336507	NA	0
1	10:23520001-23560000	10:24560001-24600000	9.355273e-11	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs1555802;rs9665728;rs7068031;rs11013352;rs7904665;rs7904764;rs11336507	ENSG00000207930	1
1	10:23520001-23560000	10:24680001-24720000	2.396944e-07	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs1555802;rs9665728;rs7068031;rs11013352;rs7904665;rs7904764;rs11336507	NA	0
1	10:23520001-23560000	10:24760001-24800000	1.810812e-29	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs1555802;rs9665728;rs7068031;rs11013352;rs7904665;rs7904764;rs11336507	ENSG00000269879	1
1	10:23520001-23560000	10:25320001-25360000	8.091653e-08	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs1555802;rs9665728;rs7068031;rs11013352;rs7904665;rs7904764;rs11336507	NA	0
1	10:23560001-23600000	10:23800001-23840000	1.346268e-20	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs12413853;rs10741025;rs4748852;rs7095180;rs4747459;rs7100583	NA	0
1	10:23560001-23600000	10:23840001-23880000	2.875902e-10	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs12413853;rs10741025;rs4748852;rs7095180;rs4747459;rs7100583	NA	0
1	10:23560001-23600000	10:23920001-23960000	8.005245e-09	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs12413853;rs10741025;rs4748852;rs7095180;rs4747459;rs7100583	NA	0
1	10:23560001-23600000	10:24000001-24040000	2.63037e-10	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs12413853;rs10741025;rs4748852;rs7095180;rs4747459;rs7100583	NA	0
1	10:23560001-23600000	10:24400001-24440000	2.229408e-07	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs12413853;rs10741025;rs4748852;rs7095180;rs4747459;rs7100583	NA	0
1	10:23560001-23600000	10:24440001-24480000	4.249647e-08	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs12413853;rs10741025;rs4748852;rs7095180;rs4747459;rs7100583	ENSG00000223928	1
1	10:23560001-23600000	10:24480001-24520000	1.814947e-08	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs12413853;rs10741025;rs4748852;rs7095180;rs4747459;rs7100583	NA	0
1	10:23560001-23600000	10:24560001-24600000	1.290762e-07	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs12413853;rs10741025;rs4748852;rs7095180;rs4747459;rs7100583	ENSG00000207930	1
1	10:23560001-23600000	10:24640001-24680000	1.199538e-10	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs12413853;rs10741025;rs4748852;rs7095180;rs4747459;rs7100583	NA	0
1	10:23560001-23600000	10:24720001-24760000	9.331875e-11	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs12413853;rs10741025;rs4748852;rs7095180;rs4747459;rs7100583	NA	0
1	10:23560001-23600000	10:24760001-24800000	6.84828e-27	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs12413853;rs10741025;rs4748852;rs7095180;rs4747459;rs7100583	ENSG00000269879	1
1	10:23640001-23680000	10:23680001-23720000	1.062527e-47	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs4748867;rs11291642;rs4748868;rs4748869;rs4748870;rs6482267;rs7913858;rs7894725;rs77936528;rs6482268;rs4748872;rs4748873;rs869158;rs4075675;rs10828434;rs1039966	ENSG00000264574:ENSG00000238515	1
1	10:23640001-23680000	10:23720001-23760000	3.2828e-19	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs4748867;rs11291642;rs4748868;rs4748869;rs4748870;rs6482267;rs7913858;rs7894725;rs77936528;rs6482268;rs4748872;rs4748873;rs869158;rs4075675;rs10828434;rs1039966	ENSG00000165312	1
1	10:23640001-23680000	10:23800001-23840000	8.382347e-10	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs4748867;rs11291642;rs4748868;rs4748869;rs4748870;rs6482267;rs7913858;rs7894725;rs77936528;rs6482268;rs4748872;rs4748873;rs869158;rs4075675;rs10828434;rs1039966	NA	0
1	10:23640001-23680000	10:24480001-24520000	2.666949e-10	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs4748867;rs11291642;rs4748868;rs4748869;rs4748870;rs6482267;rs7913858;rs7894725;rs77936528;rs6482268;rs4748872;rs4748873;rs869158;rs4075675;rs10828434;rs1039966	NA	0
1	10:23640001-23680000	10:24640001-24680000	9.178883e-09	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs4748867;rs11291642;rs4748868;rs4748869;rs4748870;rs6482267;rs7913858;rs7894725;rs77936528;rs6482268;rs4748872;rs4748873;rs869158;rs4075675;rs10828434;rs1039966	NA	0
1	10:23640001-23680000	10:24680001-24720000	1.585873e-17	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs4748867;rs11291642;rs4748868;rs4748869;rs4748870;rs6482267;rs7913858;rs7894725;rs77936528;rs6482268;rs4748872;rs4748873;rs869158;rs4075675;rs10828434;rs1039966	NA	0
1	10:23640001-23680000	10:24720001-24760000	1.606393e-17	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs4748867;rs11291642;rs4748868;rs4748869;rs4748870;rs6482267;rs7913858;rs7894725;rs77936528;rs6482268;rs4748872;rs4748873;rs869158;rs4075675;rs10828434;rs1039966	NA	0
1	10:23640001-23680000	10:24760001-24800000	8.366413e-33	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs4748867;rs11291642;rs4748868;rs4748869;rs4748870;rs6482267;rs7913858;rs7894725;rs77936528;rs6482268;rs4748872;rs4748873;rs869158;rs4075675;rs10828434;rs1039966	ENSG00000269879	1
1	10:23640001-23680000	10:24880001-24920000	8.267765e-07	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs4748867;rs11291642;rs4748868;rs4748869;rs4748870;rs6482267;rs7913858;rs7894725;rs77936528;rs6482268;rs4748872;rs4748873;rs869158;rs4075675;rs10828434;rs1039966	NA	0
1	10:23640001-23680000	10:25320001-25360000	4.436143e-07	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs4748867;rs11291642;rs4748868;rs4748869;rs4748870;rs6482267;rs7913858;rs7894725;rs77936528;rs6482268;rs4748872;rs4748873;rs869158;rs4075675;rs10828434;rs1039966	NA	0
1	10:23440001-23480000	10:21160001-21200000	7.626088e-08	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs1408986;rs1408987;rs986151;rs34021380	NA	0
1	10:23440001-23480000	10:23680001-23720000	3.930633e-09	HiC	GSE87112	Mesendoderm	intra	rs1408986;rs1408987;rs986151;rs34021380	ENSG00000264574:ENSG00000238515	1
1	10:23440001-23480000	10:23720001-23760000	1.256083e-08	HiC	GSE87112	Mesendoderm	intra	rs1408986;rs1408987;rs986151;rs34021380	ENSG00000165312	1
1	10:23440001-23480000	10:23800001-23840000	2.254362e-22	HiC	GSE87112	Mesendoderm	intra	rs1408986;rs1408987;rs986151;rs34021380	NA	0
1	10:23440001-23480000	10:23840001-23880000	2.469238e-17	HiC	GSE87112	Mesendoderm	intra	rs1408986;rs1408987;rs986151;rs34021380	NA	0
1	10:23440001-23480000	10:23920001-23960000	2.96383e-16	HiC	GSE87112	Mesendoderm	intra	rs1408986;rs1408987;rs986151;rs34021380	NA	0
1	10:23440001-23480000	10:24400001-24440000	1.739118e-07	HiC	GSE87112	Mesendoderm	intra	rs1408986;rs1408987;rs986151;rs34021380	NA	0
1	10:23440001-23480000	10:24480001-24520000	2.731381e-08	HiC	GSE87112	Mesendoderm	intra	rs1408986;rs1408987;rs986151;rs34021380	NA	0
