Dataset	Cell_type	NGENES	BETA	BETA_STD	SE	P	P.adj.pds	P.adj
Allen_Human_MTG_level2	Exc_L6_FEZF2_OR2T8	14934	-0.0073866	-0.018366	0.0086625	0.80308	1	1
Allen_Human_MTG_level2	Inh_L1.4_LAMP5_LCP2	14934	-0.0094794	-0.020414	0.010922	0.80727	1	1
Allen_Human_MTG_level2	Exc_L3.4_RORB_CARM1P1	14934	-0.009832	-0.023739	0.010757	0.81963	1	1
Allen_Human_MTG_level2	Exc_L5.6_THEMIS_C1QL3	14934	-0.011126	-0.026975	0.010879	0.84677	1	1
Allen_Human_MTG_level2	Exc_L3.5_RORB_FILIP1L	14934	-0.011765	-0.027137	0.011411	0.84873	1	1
Allen_Human_MTG_level2	Oligo_L1.6_OPALIN	14934	-0.0075182	-0.011764	0.0069243	0.8612	1	1
Allen_Human_MTG_level2	Exc_L4.5_RORB_FOLH1B	14934	-0.013682	-0.033231	0.011	0.89319	1	1
Allen_Human_MTG_level2	Exc_L4.5_FEZF2_SCN4B	14934	-0.011864	-0.029343	0.0090478	0.9051	1	1
Allen_Human_MTG_level2	Exc_L4.6_RORB_SEMA3E	14934	-0.016398	-0.037242	0.012456	0.90599	1	1
Allen_Human_MTG_level2	Inh_L3.6_SST_HPGD	14934	-0.016066	-0.036211	0.011797	0.91337	1	1
Allen_Human_MTG_level2	Inh_L1.2_PAX6_TNFAIP8L3	14934	-0.01246	-0.029219	0.0087804	0.92204	1	1
Allen_Human_MTG_level2	Exc_L5.6_THEMIS_DCSTAMP	14934	-0.013719	-0.033721	0.0085785	0.94511	1	1
Allen_Human_MTG_level2	Exc_L5.6_THEMIS_FGF10	14934	-0.015159	-0.036959	0.0090446	0.95312	1	1
Allen_Human_MTG_level2	Exc_L2.3_LINC00507_FREM3	14934	-0.020889	-0.049864	0.011369	0.96691	1	1
Allen_Human_MTG_level2	Exc_L2_LAMP5_LTK	14934	-0.019936	-0.044411	0.010805	0.96748	1	1
Allen_Human_MTG_level2	Inh_L5.6_SST_NPM1P10	14934	-0.023781	-0.051695	0.012389	0.97252	1	1
Allen_Human_MTG_level2	Exc_L4.5_RORB_DAPK2	14934	-0.026239	-0.058983	0.011858	0.98654	1	1
Allen_Human_MTG_level2	Exc_L2.4_LINC00507_GLP2R	14934	-0.02633	-0.059892	0.011357	0.98978	1	1
DroNc_Human_Hippocampus	exCA3	14691	0.21907	0.017559	0.22771	0.16802	1	1
DroNc_Human_Hippocampus	exCA1	14691	0.089116	0.0087256	0.22	0.34272	1	1
DroNc_Human_Hippocampus	GABA2	14691	0.045717	0.003467	0.24627	0.42637	1	1
DroNc_Human_Hippocampus	GABA1	14691	-0.033024	-0.0025641	0.24716	0.55315	1	1
DroNc_Human_Hippocampus	ASC1	14691	-0.058036	-0.0024549	0.30901	0.57449	1	1
DroNc_Human_Hippocampus	exDG	14691	-0.064272	-0.0052207	0.22083	0.61449	1	1
DroNc_Human_Hippocampus	OPC	14691	-0.11841	-0.0042121	0.37113	0.62515	1	1
DroNc_Human_Hippocampus	NSC	14691	-0.042709	-0.003622	0.12139	0.63752	1	1
DroNc_Human_Hippocampus	MG	14691	-0.11244	-0.0038847	0.31626	0.6389	1	1
DroNc_Human_Hippocampus	exPFC2	14691	-0.068664	-0.009754	0.17391	0.65351	1	1
DroNc_Human_Hippocampus	END	14691	-0.063486	-0.0050075	0.12062	0.70067	1	1
DroNc_Human_Hippocampus	exPFC1	14691	-0.20201	-0.017097	0.25879	0.78247	1	1
DroNc_Human_Hippocampus	ODC2	14691	-0.35772	-0.015924	0.24976	0.92395	1	1
DroNc_Human_Hippocampus	ASC2	14691	-0.51006	-0.022859	0.27718	0.96712	1	1
DroNc_Human_Hippocampus	ODC1	14691	-0.59037	-0.02215	0.29637	0.9768	1	1
GSE104276_Human_Prefrontal_cortex_all_ages	Microglia	14898	0.01113	0.019849	0.01003	0.13357	0.80142	1
GSE104276_Human_Prefrontal_cortex_all_ages	GABAergic_neurons	14898	0.017611	0.027445	0.01949	0.18311	1	1
GSE104276_Human_Prefrontal_cortex_all_ages	Neurons	14898	-0.0012547	-0.0022132	0.018968	0.52637	1	1
GSE104276_Human_Prefrontal_cortex_all_ages	OPC	14898	-0.0099687	-0.017624	0.019577	0.6947	1	1
GSE104276_Human_Prefrontal_cortex_all_ages	Astrocytes	14898	-0.0071954	-0.013838	0.012854	0.71218	1	1
GSE104276_Human_Prefrontal_cortex_all_ages	Stem_cells	14898	-0.01749	-0.033268	0.014444	0.88703	1	1
GSE104276_Human_Prefrontal_cortex_per_ages	GW26_Neurons	14898	0.033795	0.05214	0.015558	0.014928	0.626976	1
GSE104276_Human_Prefrontal_cortex_per_ages	GW12_Neurons	14898	0.023504	0.040757	0.01313	0.036728	1	1
GSE104276_Human_Prefrontal_cortex_per_ages	GW26_Microglia	14898	0.016023	0.028613	0.009185	0.04055	1	1
GSE104276_Human_Prefrontal_cortex_per_ages	GW26_GABAergic_neurons	14898	0.017571	0.028392	0.01261	0.081752	1	1
GSE104276_Human_Prefrontal_cortex_per_ages	GW12_Microglia	14898	0.0048464	0.012462	0.0036137	0.089954	1	1
GSE104276_Human_Prefrontal_cortex_per_ages	GW19_GABAergic_neurons	14898	0.01768	0.025165	0.013269	0.091378	1	1
GSE104276_Human_Prefrontal_cortex_per_ages	GW09_Neurons	14898	0.015266	0.029732	0.011676	0.095527	1	1
GSE104276_Human_Prefrontal_cortex_per_ages	GW23_Microglia	14898	0.0069443	0.012154	0.0069229	0.15792	1	1
GSE104276_Human_Prefrontal_cortex_per_ages	GW08_Neurons	14898	0.0088135	0.017323	0.010171	0.19311	1	1
GSE104276_Human_Prefrontal_cortex_per_ages	GW09_GABAergic_neurons	14898	0.005181	0.0094703	0.0062278	0.20274	1	1
GSE104276_Human_Prefrontal_cortex_per_ages	GW16_Microglia	14898	0.0064824	0.012896	0.0079694	0.208	1	1
GSE104276_Human_Prefrontal_cortex_per_ages	GW23_OPC	14898	0.0087728	0.015432	0.011609	0.22492	1	1
GSE104276_Human_Prefrontal_cortex_per_ages	GW23_Neurons	14898	0.0083862	0.013264	0.014487	0.28134	1	1
GSE104276_Human_Prefrontal_cortex_per_ages	GW23_GABAergic_neurons	14898	0.0081007	0.012062	0.015	0.29459	1	1
GSE104276_Human_Prefrontal_cortex_per_ages	GW26_OPC	14898	0.0067176	0.011926	0.013896	0.3144	1	1
GSE104276_Human_Prefrontal_cortex_per_ages	GW08_GABAergic_neurons	14898	0.0027678	0.0057199	0.0057794	0.316	1	1
GSE104276_Human_Prefrontal_cortex_per_ages	GW19_Neurons	14898	0.0064805	0.010984	0.014209	0.32417	1	1
GSE104276_Human_Prefrontal_cortex_per_ages	GW08_Microglia	14898	0.0017832	0.0045977	0.0041303	0.33297	1	1
GSE104276_Human_Prefrontal_cortex_per_ages	GW12_Stem_cells	14898	0.0032095	0.0065113	0.0099514	0.37353	1	1
GSE104276_Human_Prefrontal_cortex_per_ages	GW12_GABAergic_neurons	14898	0.0028199	0.004632	0.0090295	0.37741	1	1
GSE104276_Human_Prefrontal_cortex_per_ages	GW10_GABAergic_neurons	14898	0.0021527	0.0035248	0.0085932	0.4011	1	1
GSE104276_Human_Prefrontal_cortex_per_ages	GW16_GABAergic_neurons	14898	0.003738	0.0061786	0.015627	0.40548	1	1
GSE104276_Human_Prefrontal_cortex_per_ages	GW19_Stem_cells	14898	0.0013002	0.0027152	0.0068876	0.42513	1	1
GSE104276_Human_Prefrontal_cortex_per_ages	GW10_Microglia	14898	0.00059108	0.0015668	0.004543	0.44824	1	1
GSE104276_Human_Prefrontal_cortex_per_ages	GW16_Neurons	14898	0.0018867	0.0035328	0.015499	0.45156	1	1
GSE104276_Human_Prefrontal_cortex_per_ages	GW26_Astrocytes	14898	0.00058165	0.0011225	0.0096747	0.47603	1	1
GSE104276_Human_Prefrontal_cortex_per_ages	GW10_Neurons	14898	-0.00029092	-0.00054404	0.01386	0.50837	1	1
GSE104276_Human_Prefrontal_cortex_per_ages	GW13_Neurons	14898	-0.00066135	-0.0012133	0.010762	0.5245	1	1
GSE104276_Human_Prefrontal_cortex_per_ages	GW09_Stem_cells	14898	-0.0010558	-0.0019179	0.011144	0.53774	1	1
GSE104276_Human_Prefrontal_cortex_per_ages	GW23_Astrocytes	14898	-0.0014795	-0.0030862	0.0066967	0.58743	1	1
GSE104276_Human_Prefrontal_cortex_per_ages	GW16_Stem_cells	14898	-0.0039108	-0.0077792	0.014944	0.60322	1	1
GSE104276_Human_Prefrontal_cortex_per_ages	GW19_Microglia	14898	-0.0020047	-0.0051563	0.00368	0.70704	1	1
GSE104276_Human_Prefrontal_cortex_per_ages	GW19_OPC	14898	-0.003677	-0.0075151	0.0062342	0.72233	1	1
GSE104276_Human_Prefrontal_cortex_per_ages	GW10_Stem_cells	14898	-0.010196	-0.019598	0.013101	0.78178	1	1
GSE104276_Human_Prefrontal_cortex_per_ages	GW19_Astrocytes	14898	-0.0059259	-0.012554	0.0064897	0.8194	1	1
GSE104276_Human_Prefrontal_cortex_per_ages	GW13_Stem_cells	14898	-0.0071725	-0.014411	0.0076587	0.82549	1	1
GSE104276_Human_Prefrontal_cortex_per_ages	GW23_Stem_cells	14898	-0.0049365	-0.011279	0.004811	0.84756	1	1
GSE104276_Human_Prefrontal_cortex_per_ages	GW16_OPC	14898	-0.012343	-0.024415	0.0099935	0.8916	1	1
GSE104276_Human_Prefrontal_cortex_per_ages	GW13_Microglia	14898	-0.0044423	-0.01165	0.0034834	0.89888	1	1
GSE104276_Human_Prefrontal_cortex_per_ages	GW12_OPC	14898	-0.0066384	-0.015218	0.0051913	0.8995	1	1
GSE104276_Human_Prefrontal_cortex_per_ages	GW26_Stem_cells	14898	-0.011593	-0.025351	0.0066813	0.95863	1	1
GSE104276_Human_Prefrontal_cortex_per_ages	GW08_Stem_cells	14898	-0.010697	-0.023893	0.0057639	0.96825	1	1
GSE67835_Human_Cortex	endothelial	14374	0.025491	0.038576	0.0091281	0.0026183	0.0235647	1
GSE67835_Human_Cortex	OPC	14374	0.0055369	0.0093355	0.0097123	0.28431	1	1
GSE67835_Human_Cortex	hybrid	14374	0.0051246	0.0099158	0.012746	0.34383	1	1
GSE67835_Human_Cortex	neurons	14374	0.0026366	0.0051484	0.0095163	0.39087	1	1
GSE67835_Human_Cortex	microglia	14374	0.0021642	0.0027979	0.008581	0.40044	1	1
GSE67835_Human_Cortex	fetal_quiescent	14374	0.00013222	0.00021349	0.010229	0.49484	1	1
GSE67835_Human_Cortex	astrocytes	14374	-0.0075359	-0.013054	0.0084844	0.81278	1	1
GSE67835_Human_Cortex	oligodendrocytes	14374	-0.016437	-0.02894	0.0090986	0.96457	1	1
GSE67835_Human_Cortex	fetal_replicating	14374	-0.020083	-0.031539	0.0097973	0.9798	1	1
GSE67835_Human_Cortex_woFetal	endothelial	14374	0.02444	0.036986	0.0093087	0.0043308	0.0303156	1
GSE67835_Human_Cortex_woFetal	OPC	14374	0.0031481	0.0053079	0.010068	0.37727	1	1
GSE67835_Human_Cortex_woFetal	microglia	14374	0.00091837	0.0011873	0.0087275	0.4581	1	1
GSE67835_Human_Cortex_woFetal	hybrid	14374	-0.00066286	-0.0012826	0.012998	0.52034	1	1
GSE67835_Human_Cortex_woFetal	neurons	14374	-0.00055627	-0.0010862	0.0092725	0.52392	1	1
GSE67835_Human_Cortex_woFetal	astrocytes	14374	-0.010372	-0.017965	0.0088597	0.87912	1	1
GSE67835_Human_Cortex_woFetal	oligodendrocytes	14374	-0.020382	-0.035885	0.0094682	0.98432	1	1
Linnarsson_GSE101601_Human_Temporal_cortex	GABA_3	14752	0.55082	0.063992	0.23029	0.008389	0.092279	1
Linnarsson_GSE101601_Human_Temporal_cortex	Glut_3	14752	0.23203	0.038761	0.20222	0.12561	1	1
Linnarsson_GSE101601_Human_Temporal_cortex	GABA_2	14752	0.18881	0.022763	0.21538	0.19035	1	1
Linnarsson_GSE101601_Human_Temporal_cortex	Glut_6	14752	0.072211	0.012036	0.1112	0.25805	1	1
Linnarsson_GSE101601_Human_Temporal_cortex	GABA_5	14752	0.077776	0.0085141	0.24497	0.37544	1	1
Linnarsson_GSE101601_Human_Temporal_cortex	GABA_1	14752	0.013808	0.0013788	0.16619	0.46689	1	1
Linnarsson_GSE101601_Human_Temporal_cortex	Glut_5	14752	-0.014078	-0.001742	0.25759	0.52179	1	1
Linnarsson_GSE101601_Human_Temporal_cortex	GABA_4	14752	-0.085907	-0.012938	0.16339	0.70047	1	1
Linnarsson_GSE101601_Human_Temporal_cortex	Glut_1	14752	-0.21281	-0.032294	0.23256	0.81992	1	1
Linnarsson_GSE101601_Human_Temporal_cortex	Glut_4	14752	-0.16204	-0.035975	0.14414	0.86953	1	1
Linnarsson_GSE101601_Human_Temporal_cortex	Glut_2	14752	-0.17728	-0.04119	0.14512	0.88905	1	1
Linnarsson_GSE76381_Human_Midbrain	NbML1	12934	0.092711	0.028237	0.086425	0.14171	1	1
Linnarsson_GSE76381_Human_Midbrain	RN	12934	0.063384	0.017658	0.075686	0.20118	1	1
Linnarsson_GSE76381_Human_Midbrain	NbGaba	12934	0.040469	0.011296	0.053131	0.22313	1	1
Linnarsson_GSE76381_Human_Midbrain	Endo	12934	0.025229	0.009287	0.036854	0.24681	1	1
Linnarsson_GSE76381_Human_Midbrain	Peric	12934	0.020326	0.0067986	0.044857	0.32523	1	1
Linnarsson_GSE76381_Human_Midbrain	NProg	12934	0.038984	0.0098347	0.10097	0.34972	1	1
Linnarsson_GSE76381_Human_Midbrain	NbM	12934	0.035662	0.01016	0.093565	0.35155	1	1
Linnarsson_GSE76381_Human_Midbrain	NbML5	12934	0.019416	0.0050064	0.081489	0.40584	1	1
Linnarsson_GSE76381_Human_Midbrain	OPC	12934	0.013839	0.0044275	0.060462	0.40948	1	1
Linnarsson_GSE76381_Human_Midbrain	ProgM	12934	0.015332	0.0049807	0.071586	0.41521	1	1
Linnarsson_GSE76381_Human_Midbrain	Rgl2b	12934	0.012048	0.0032826	0.080562	0.44056	1	1
Linnarsson_GSE76381_Human_Midbrain	ProgBP	12934	-0.0048283	-0.0014335	0.079408	0.52424	1	1
Linnarsson_GSE76381_Human_Midbrain	Mgl	12934	-0.004561	-0.0013657	0.043525	0.54173	1	1
Linnarsson_GSE76381_Human_Midbrain	Gaba	12934	-0.0097894	-0.0024718	0.062543	0.56219	1	1
Linnarsson_GSE76381_Human_Midbrain	ProgFPL	12934	-0.012244	-0.0048447	0.054224	0.58932	1	1
Linnarsson_GSE76381_Human_Midbrain	DA0	12934	-0.021212	-0.0050155	0.090385	0.59277	1	1
Linnarsson_GSE76381_Human_Midbrain	OMTN	12934	-0.020163	-0.0074309	0.073642	0.60788	1	1
Linnarsson_GSE76381_Human_Midbrain	ProgFPM	12934	-0.021337	-0.0065575	0.066514	0.62581	1	1
Linnarsson_GSE76381_Human_Midbrain	DA1	12934	-0.018211	-0.0061991	0.055433	0.62874	1	1
Linnarsson_GSE76381_Human_Midbrain	Sert	12934	-0.015118	-0.0063636	0.038789	0.65164	1	1
Linnarsson_GSE76381_Human_Midbrain	Rgl2c	12934	-0.028793	-0.009855	0.056454	0.69498	1	1
Linnarsson_GSE76381_Human_Midbrain	Rgl1	12934	-0.040623	-0.013485	0.067372	0.72673	1	1
Linnarsson_GSE76381_Human_Midbrain	Rgl2a	12934	-0.050629	-0.018266	0.060588	0.79831	1	1
Linnarsson_GSE76381_Human_Midbrain	DA2	12934	-0.059834	-0.017136	0.06614	0.81717	1	1
Linnarsson_GSE76381_Human_Midbrain	Rgl3	12934	-0.069714	-0.025934	0.050836	0.91485	1	1
PsychENCODE_Developmental	In3	12109	0.023901	0.052597	0.0073506	0.00057571	0.02014985	1
PsychENCODE_Developmental	Ex4	12109	0.020072	0.046575	0.0071991	0.0026556	0.092946	1
PsychENCODE_Developmental	Ex3	12109	0.020777	0.04655	0.0075109	0.0028405	0.0994175	1
PsychENCODE_Developmental	In1	12109	0.019868	0.04374	0.0078175	0.0055263	0.1934205	1
PsychENCODE_Developmental	In8	12109	0.017893	0.03868	0.0076423	0.0096166	0.336581	1
PsychENCODE_Developmental	Ex7	12109	0.01508	0.0363	0.0065738	0.010906	0.38171	1
PsychENCODE_Developmental	In6	12109	0.016319	0.037939	0.007312	0.012823	0.448805	1
PsychENCODE_Developmental	Ex6	12109	0.014157	0.033322	0.0066904	0.017184	0.60144	1
PsychENCODE_Developmental	In4	12109	0.015356	0.035544	0.0072803	0.017472	0.61152	1
PsychENCODE_Developmental	In5	12109	0.013976	0.032987	0.0068535	0.020721	0.725235	1
PsychENCODE_Developmental	Ex1	12109	0.013482	0.031651	0.0069028	0.025415	0.889525	1
PsychENCODE_Developmental	In2	12109	0.014349	0.032299	0.007446	0.026997	0.944895	1
PsychENCODE_Developmental	Ex2	12109	0.012597	0.03076	0.0065415	0.027083	0.947905	1
PsychENCODE_Developmental	Ex5	12109	0.01332	0.031617	0.0070734	0.029859	1	1
PsychENCODE_Developmental	In7	12109	0.012353	0.027734	0.0068534	0.035751	1	1
PsychENCODE_Developmental	Ex8	12109	0.0071615	0.017096	0.006433	0.13281	1	1
PsychENCODE_Developmental	Endothelial	12109	0.004128	0.0063317	0.0068083	0.27216	1	1
PsychENCODE_Developmental	Microglia	12109	-0.0019496	-0.0025647	0.0074004	0.60389	1	1
PsychENCODE_Developmental	OPC	12109	-0.0079243	-0.013601	0.0069745	0.87205	1	1
PsychENCODE_Developmental	Neurons	12109	-0.0091133	-0.017732	0.0078818	0.8762	1	1
PsychENCODE_Developmental	Fetal_quiescent	12109	-0.01234	-0.02036	0.0082043	0.93371	1	1
PsychENCODE_Developmental	Fetal_OPC	12109	-0.013405	-0.025978	0.0076793	0.95954	1	1
PsychENCODE_Developmental	Fetal_Microglia	12109	-0.011896	-0.023367	0.0065431	0.96547	1	1
PsychENCODE_Developmental	Oligodendrocytes	12109	-0.011726	-0.021031	0.0063268	0.96807	1	1
PsychENCODE_Developmental	Fetal_Oligo	12109	-0.011135	-0.023548	0.0057755	0.97305	1	1
PsychENCODE_Developmental	Fetal_Endothelial	12109	-0.014662	-0.028317	0.0071747	0.97949	1	1
PsychENCODE_Developmental	Fetal_NEP	12109	-0.021357	-0.026601	0.009978	0.98383	1	1
