# MEAN_SAMPLE_SIZE = 27991
# TOTAL_GENES = 14934
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE                      TYPE  NGENES         BETA     BETA_STD           SE            P
Exc_L4.6_RORB_SEMA3E         COVAR   14934    -0.016398    -0.037242     0.012456      0.90599
Exc_L5.6_FEZF2_ABO           COVAR   14934    -0.002427   -0.0057804     0.010369      0.59253
Exc_L5.6_FEZF2_EFTUD1P1      COVAR   14934   -0.0060215    -0.014569     0.010193      0.72265
Exc_L5.6_RORB_TTC12          COVAR   14934  -0.00028849  -0.00069522     0.010697      0.51076
Exc_L5.6_SLC17A7_IL15        COVAR   14934    0.0019532    0.0045968     0.010165      0.42381
Exc_L5.6_THEMIS_C1QL3        COVAR   14934    -0.011126    -0.026975     0.010879      0.84677
Exc_L5.6_THEMIS_CRABP1       COVAR   14934   -0.0071096    -0.017053    0.0090606      0.78367
Exc_L5.6_THEMIS_DCSTAMP      COVAR   14934    -0.013719    -0.033721    0.0085785      0.94511
Exc_L5.6_THEMIS_FGF10        COVAR   14934    -0.015159    -0.036959    0.0090446      0.95312
Exc_L6_FEZF2_OR2T8           COVAR   14934   -0.0073866    -0.018366    0.0086625      0.80308
Exc_L6_FEZF2_SCUBE1          COVAR   14934   -0.0065661    -0.015699    0.0091786       0.7628
Inh_L1_SST_CHRNA4            COVAR   14934     0.011896     0.024695     0.010504      0.12871
Inh_L1_SST_NMBR              COVAR   14934     0.010927     0.022846     0.011581      0.17271
Inh_L1.2_GAD1_MC4R           COVAR   14934     0.003485    0.0070333     0.010951      0.37515
Inh_L1.2_LAMP5_DBP           COVAR   14934     0.005409     0.011762    0.0089641      0.27313
Inh_L1.2_PAX6_CDH12          COVAR   14934   -0.0052897    -0.011249      0.01103      0.68423
Inh_L1.2_PAX6_TNFAIP8L3      COVAR   14934     -0.01246    -0.029219    0.0087804      0.92204
Inh_L1.2_SST_BAGE2           COVAR   14934     0.021107     0.041819     0.011921     0.038324
Inh_L1.2_VIP_LBH             COVAR   14934     0.010722     0.023755     0.011824      0.18226
Inh_L1.2_VIP_PCDH20          COVAR   14934     0.013366     0.027505     0.011562      0.12384
Inh_L1.2_VIP_TSPAN12         COVAR   14934    0.0012748    0.0026858     0.010795        0.453
Inh_L1.3_PAX6_SYT6           COVAR   14934   -0.0086453    -0.019927      0.01075      0.78935
Inh_L1.3_SST_CALB1           COVAR   14934   -0.0035276   -0.0068935     0.012648      0.60984
Inh_L1.3_VIP_ADAMTSL1        COVAR   14934     0.018306      0.03933      0.01202     0.063894
Inh_L1.3_VIP_CCDC184         COVAR   14934     0.012928     0.028218     0.011354      0.12744
Inh_L1.3_VIP_CHRM2           COVAR   14934     0.027788     0.056718     0.012238     0.011591
Inh_L1.3_VIP_GGH             COVAR   14934     0.027132     0.054103     0.011264    0.0080114
Inh_L1.4_LAMP5_LCP2          COVAR   14934   -0.0094794    -0.020414     0.010922      0.80727
Inh_L1.4_VIP_CHRNA6          COVAR   14934    0.0031901    0.0068818     0.010189       0.3771
Inh_L1.4_VIP_OPRM1           COVAR   14934     0.013546     0.027709     0.011549      0.12043
Inh_L1.4_VIP_PENK            COVAR   14934     0.015418      0.03447    0.0095483     0.053199
Inh_L2.3_VIP_CASC6           COVAR   14934   -0.0042795   -0.0098454     0.010917      0.65247
Inh_L2.4_PVALB_WFDC2         COVAR   14934   -0.0049877    -0.011252      0.01155      0.66707
Inh_L2.4_SST_FRZB            COVAR   14934    0.0016893    0.0036407     0.011614      0.44218
Inh_L2.4_VIP_CBLN1           COVAR   14934     0.016894     0.033989     0.011459     0.070215
Inh_L2.4_VIP_SPAG17          COVAR   14934    0.0063661     0.013252     0.010846      0.27862
Inh_L2.5_PVALB_SCUBE3        COVAR   14934   -0.0044557   -0.0097664    0.0094694      0.68101
Inh_L2.5_VIP_SERPINF1        COVAR   14934     0.012625      0.02588     0.011052      0.12667
Inh_L2.5_VIP_TYR             COVAR   14934      0.01013     0.021133     0.011175      0.18236
Inh_L2.6_LAMP5_CA1           COVAR   14934   0.00064268     0.001415     0.011106      0.47693
Inh_L2.6_VIP_QPCT            COVAR   14934     0.011236     0.023713      0.01034       0.1386
Inh_L3.5_SST_ADGRG6          COVAR   14934   -0.0010561   -0.0022024     0.012086      0.53482
Inh_L3.6_SST_HPGD            COVAR   14934    -0.016066    -0.036211     0.011797      0.91337
Inh_L3.6_SST_NPY             COVAR   14934    0.0034098    0.0078413     0.008686      0.34733
Inh_L3.6_VIP_HS3ST3A1        COVAR   14934     0.027988     0.059406     0.011857    0.0091349
Inh_L4.5_PVALB_MEPE          COVAR   14934  -0.00030115  -0.00070183     0.010521      0.51142
Inh_L4.5_SST_STK32A          COVAR   14934     0.011358      0.02268     0.011302      0.15747
Inh_L4.6_PVALB_SULF1         COVAR   14934   -0.0036442   -0.0079282     0.012202       0.6174
Inh_L4.6_SST_B3GAT2          COVAR   14934    0.0056753     0.011737     0.012688      0.32733
Inh_L4.6_SST_GXYLT2          COVAR   14934    0.0027351    0.0061344     0.011082      0.40253
Inh_L5.6_GAD1_GLP1R          COVAR   14934       0.0112     0.025477     0.010116      0.13413
Inh_L5.6_PVALB_LGR5          COVAR   14934   -0.0047159    -0.010253     0.010629      0.67136
Inh_L5.6_SST_KLHDC8A         COVAR   14934    0.0055264     0.012438     0.010826      0.30487
Inh_L5.6_SST_MIR548F2        COVAR   14934   -0.0029633   -0.0067693     0.011463      0.60199
Inh_L5.6_SST_NPM1P10         COVAR   14934    -0.023781    -0.051695     0.012389      0.97252
Inh_L5.6_SST_TH              COVAR   14934     0.012776     0.029061    0.0098858     0.098134
Micro_L1.3_TYROBP            COVAR   14934     0.011463     0.015795    0.0070189     0.051228
Oligo_L1.6_OPALIN            COVAR   14934   -0.0075182    -0.011764    0.0069243       0.8612
OPC_L1.6_PDGFRA              COVAR   14934    0.0020367    0.0034423    0.0079806      0.39929
