# MEAN_SAMPLE_SIZE = 27990
# TOTAL_GENES = 14371
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE                 TYPE  NGENES         BETA     BETA_STD           SE            P
PV_SCUBE3_dev           COVAR   14371     0.050262       0.0126      0.08018      0.26538
PV_SCUBE3               COVAR   14371    0.0097653    0.0027693     0.041355      0.40667
PV_SULF1_dev            COVAR   14371     0.012859    0.0032438     0.074747      0.43171
SST_ADGRG6_dev          COVAR   14371    -0.024215   -0.0063283     0.092054      0.60374
SST_ADGRG6              COVAR   14371     0.095043     0.030555     0.046851     0.021259
SST_B3GAT2              COVAR   14371   -0.0048168   -0.0015154     0.072021      0.52666
SST_BRINP3              COVAR   14371    -0.075997    -0.026667     0.062462      0.88813
SST_CALB1_dev           COVAR   14371    -0.031149   -0.0070246      0.10256      0.61932
SST_NPY                 COVAR   14371    -0.017602   -0.0058328     0.054497      0.62664
SST_STK32A              COVAR   14371     0.032108    0.0087061      0.07065      0.32475
SST_TH                  COVAR   14371    -0.045127     -0.01661     0.054514       0.7961
Vas_CLDN5               COVAR   14371     0.056419     0.013342     0.040355     0.081059
Vas_PDGFRB              COVAR   14371     0.035147    0.0071618     0.049037      0.23677
Vas_TBX18               COVAR   14371   -0.0025419  -0.00041773     0.057087      0.51776
VIP_ABI3BP              COVAR   14371    0.0016644   0.00040228      0.10148      0.49346
VIP_ADAMTSL1            COVAR   14371      0.12046     0.026037      0.09296     0.097536
VIP_CHRM2               COVAR   14371    0.0098641    0.0023428     0.087449       0.4551
VIP_CRH                 COVAR   14371     0.069692     0.019005      0.07494       0.1762
VIP_dev                 COVAR   14371     0.011746     0.002858     0.075483      0.43817
VIP_DPP6                COVAR   14371    -0.020876   -0.0058562     0.068477      0.61976
VIP_HS3ST3A1            COVAR   14371     0.099033     0.026354     0.086316      0.12563
VIP_KIRREL3             COVAR   14371      0.17874     0.036959     0.084771     0.017504
VIP_PCDH20              COVAR   14371     0.054177     0.013446     0.071105      0.22306
